"ID","moduleLabels","MM.08","p.MM.08","Interpro.Short.Description","Interpro.ID","GO","GO_term","R1.2","R3.4","R5.6","R7.8","Sp_3d","Sp_7d"
"FGRAMPH1_01T00059","F08",0.785520518321539,0.000186376263170479,"","","","",71.16198627,1.977737411,21.16586682,342.8682516,38.68782375,553.4481904
"FGRAMPH1_01T00213","F08",0.85931104418787,9.90679663832568e-06,"NAD(P)-bd_dom, NAD(P)-bd_dom_sf","IPR016040, IPR036291","GO:0016021, GO:0003824","integral component of membrane, catalytic activity",61.62081702,6.905271963,10.46921403,255.3789716,58.66903928,322.8090789
"FGRAMPH1_01T00373","F08",0.831881756381694,3.46469082897262e-05,"AA_transpt_TM","IPR013057","GO:0016021","integral component of membrane",142.341881,52.5081923,41.30209917,139.191378,106.1011398,55.02312541
"FGRAMPH1_01T00405","F08",0.853869673662609,1.29521749883315e-05,"GroES-like_sf, ADH-like_C, PKS_ER, NAD(P)-bd_dom_sf, ADH_N_2, MDR_fam","IPR011032, IPR013149, IPR020843, IPR036291, IPR041694, IPR045010","GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",84.2999451,62.06794003,97.61073222,107.3128877,113.2460825,100.969513
"FGRAMPH1_01T00457","F08",0.873355569232636,4.69751762391256e-06,"Glyco_hydro_3_N, Glyco_hydro_3_C, Ig-like_fold, Glycoside_hydrolase_SF, Glyco_hydro_3_AS, Fn3-like, Glyco_hydro_3_C_sf, Glyco_hydro_3_N_sf","IPR001764, IPR002772, IPR013783, IPR017853, IPR019800, IPR026891, IPR036881, IPR036962","GO:0016021, GO:0008422, GO:0102483, GO:0030245","integral component of membrane, beta-glucosidase activity, scopolin beta-glucosidase activity, cellulose catabolic process",12.70000436,9.985826485,8.320652763,47.15184169,15.04656399,10.23432553
"FGRAMPH1_01T00505","F08",0.952784830273403,3.63600713073974e-09,"","","","",40.27997691,19.64613504,22.263431,59.9478706,48.94916465,46.78397752
"FGRAMPH1_01T00537","F08",0.841281984119907,2.31623533668215e-05,"","","","",421.5921001,96.42103821,12.58161127,241.6172327,117.8348541,441.1735999
"FGRAMPH1_01T00637","F08",0.848710437899074,1.65394752400305e-05,"Ureohydrolase, Ureohydrolase_dom_sf","IPR006035, IPR023696","GO:0016787, GO:0046872","hydrolase activity, metal ion binding",31.60063631,7.471980863,2.981558727,118.4337224,38.93372588,136.2121262
"FGRAMPH1_01T00707","F08",0.941610916680136,1.73093049009477e-08,"Complex1_LYR_dom, Complex1_LYR_LYRM4","IPR008011, IPR045297","","",146.8961961,101.2959958,132.6454873,365.6844993,171.426753,844.9638901
"FGRAMPH1_01T00769","F08",0.810736778276628,7.89175195461209e-05,"","","GO:0016021","integral component of membrane",51.7221586,66.15362295,40.22791568,72.99038739,52.87345484,51.41190088
"FGRAMPH1_01T00779","F08",0.969607025066384,1.40313094208264e-10,"Znf_FYVE, Cpn60/GroEL/TCP-1, PInositol-4-P-5-kinase_core, Znf_FYVE_PHD, Znf_RING/FYVE/PHD, Znf_FYVE-rel, GroEL-like_apical_dom_sf, PInositol-4-P-5-kinase_N, PIKfyve_PIPKc","IPR000306, IPR002423, IPR002498, IPR011011, IPR013083, IPR017455, IPR027409, IPR027484, IPR044769","GO:0005789, GO:0032865, GO:0000285, GO:0005524, GO:0008289, GO:0046872, GO:0000002, GO:0006869, GO:0016310, GO:0045040, GO:0046854","endoplasmic reticulum membrane, ERMES complex, 1-phosphatidylinositol-3-phosphate 5-kinase activity, ATP binding, lipid binding, metal ion binding, mitochondrial genome maintenance, lipid transport, phosphorylation, protein insertion into mitochondrial outer membrane, phosphatidylinositol phosphate biosynthetic process",4.40298794,3.611497376,2.934451112,15.32298909,8.3192589,9.766137676
"FGRAMPH1_01T00863","F08",0.863145940146459,8.14658079468334e-06,"Ribosomal_L16, Ribosomal_L10e/L16, Ribosomal_L16_CS, Ribosomal_L10e/L16_sf","IPR000114, IPR016180, IPR020798, IPR036920","GO:0005762, GO:0003735, GO:0019843, GO:0032543","mitochondrial large ribosomal subunit, structural constituent of ribosome, rRNA binding, mitochondrial translation",101.0410807,96.50983904,104.3189187,127.2501848,129.6380484,98.3330281
"FGRAMPH1_01T00941","F08",0.852168910824831,1.40534080712963e-05,"Aminoglycoside_PTrfase, Ser/Thr_kinase_AS, Kinase-like_dom_sf, ACAD10_11_N","IPR002575, IPR008271, IPR011009, IPR041726","GO:0016021, GO:0004672, GO:0005524, GO:0006468","integral component of membrane, protein kinase activity, ATP binding, protein phosphorylation",59.80719513,58.69412181,79.04613158,60.16366637,84.86888543,73.01379653
"FGRAMPH1_01T01013","F08",0.515976617881132,0.0339883468807963,"Alpha-D-phosphohexomutase_SF, A-D-PHexomutase_a/b/a-I, A-D-PHexomutase_a/b/a-II, A-D-PHexomutase_a/b/a-III, A-D-PHexomutase_a/b/a-I/II/III, A-D-PHexomutase_CS, A-D-PHexomutase_C_sf, PGM","IPR005841, IPR005844, IPR005845, IPR005846, IPR016055, IPR016066, IPR036900, IPR045244","GO:0000175, GO:0000287, GO:0003676, GO:0016868, GO:0005975, GO:0090503","3'-5'-exoribonuclease activity, magnesium ion binding, nucleic acid binding, intramolecular transferase activity, phosphotransferases, carbohydrate metabolic process, RNA phosphodiester bond hydrolysis, exonucleolytic",122.30587,156.5432152,85.19840282,206.4189101,164.3225814,88.78780452
"FGRAMPH1_01T01095","F08",0.686162803859523,0.00235445900299936,"S-AdoMet_synthetase, S-AdoMet_synt_N, S-AdoMet_synt_central, S-AdoMet_synt_C, ADOMET_SYNTHASE_CS, S-AdoMet_synthetase_sfam","IPR002133, IPR022628, IPR022629, IPR022630, IPR022631, IPR022636","GO:0004478, GO:0005524, GO:0046872, GO:0006555, GO:0006556, GO:0006730","methionine adenosyltransferase activity, ATP binding, metal ion binding, methionine metabolic process, S-adenosylmethionine biosynthetic process, one-carbon metabolic process",357.473874,297.2780365,271.1273576,544.686681,366.611899,335.1187381
"FGRAMPH1_01T01159","F08",0.827716483268815,4.10971456808681e-05,"Acylphosphatase-like_dom, Acylphosphatase_CS, Acylphosphatase, Acylphosphatase-like_dom_sf","IPR001792, IPR017968, IPR020456, IPR036046","GO:0003998","acylphosphatase activity",41.77461778,5.140121688,7.278994564,195.2320188,34.88206596,402.7938726
"FGRAMPH1_01T01301","F08",0.965709579089417,3.42907269455759e-10,"TBCA, TBCA_sf","IPR004226, IPR036126","GO:0005737, GO:0005874, GO:0048487, GO:0007021, GO:0007023","cytoplasm, microtubule, beta-tubulin binding, tubulin complex assembly, post-chaperonin tubulin folding pathway",82.74983916,51.3041374,31.42875986,90.11449642,76.85551916,84.86974194
"FGRAMPH1_01T01415","F08",0.919122698944249,1.86496689370428e-07,"AB_hydrolase_3, AB_hydrolase","IPR013094, IPR029058","GO:0016787","hydrolase activity",84.76844598,19.60092638,17.68833152,115.9097206,98.88244182,200.9932063
"FGRAMPH1_01T01429","F08",0.90614743513959,5.47728024068775e-07,"Leu-rich_rpt, LRR_dom_sf","IPR001611, IPR032675","GO:0005737, GO:0031965, GO:0005096, GO:0046827, GO:0050790","cytoplasm, nuclear membrane, GTPase activator activity, positive regulation of protein export from nucleus, regulation of catalytic activity",150.0142934,127.4793085,76.81465954,86.9039482,142.7913263,301.6152533
"FGRAMPH1_01T01467","F08",0.848570433674135,1.66474940615172e-05,"SOD-like_Cu/Zn_dom_sf","IPR036423","GO:0046872, GO:0006801","metal ion binding, superoxide metabolic process",26.87468248,12.44430718,16.42279221,82.28503756,62.51577988,24.4776795
"FGRAMPH1_01T01519","F08",0.958693075315169,1.35730476556057e-09,"TFIIB, Znf_TFIIB, TFIIB_cyclin, Cyclin-like_dom, TFIIB_CS, Cyclin-like_sf","IPR000812, IPR013137, IPR013150, IPR013763, IPR023486, IPR036915","GO:0003743, GO:0017025, GO:0046872, GO:0006413, GO:0070897","translation initiation factor activity, TBP-class protein binding, metal ion binding, translational initiation, transcription preinitiation complex assembly",77.96637848,54.83713246,56.88810455,229.8887418,87.05263722,231.5482541
"FGRAMPH1_01T01647","F08",0.966650892482983,2.79062089440228e-10,"NIF_FeS_clus_asmbl_NifU_C, Nfu/NifU_N, FSCA_dom_sf, Nfu/NifU_N_sf","IPR001075, IPR014824, IPR034904, IPR036498","GO:0005506, GO:0051536, GO:0016226","iron ion binding, iron-sulfur cluster binding, iron-sulfur cluster assembly",33.93056996,22.21427935,22.78927197,49.32247297,32.67264218,58.77531318
"FGRAMPH1_01T01843","F08",0.741580940405936,0.000656105144858961,"Het-C","IPR010816","","",118.2238171,117.2535389,67.29090122,216.7216474,128.3268682,109.5838563
"FGRAMPH1_01T01859","F08",0.901992037864576,7.48677488498513e-07,"SAM-dependent_MTases, Methyltransf_25","IPR029063, IPR041698","GO:0008168, GO:0032259","methyltransferase activity, methylation",15.99772637,21.29124591,20.06105464,60.78119006,24.64994491,65.7213781
"FGRAMPH1_01T01867","F08",0.67794321753215,0.00278214090894014,"PAS, PAC, Sig_transdc_resp-reg_receiver, HATPase_C, HisK_dim/P, Sig_transdc_His_kin-like_C, His_kinase_dom, CheY-like_superfamily, PAS_fold_3, PAS-like_dom_sf, HisK_dim/P_sf, HATPase_C_sf","IPR000014, IPR001610, IPR001789, IPR003594, IPR003661, IPR004358, IPR005467, IPR011006, IPR013655, IPR035965, IPR036097, IPR036890","GO:0000155, GO:0000160, GO:0016310","phosphorelay sensor kinase activity, phosphorelay signal transduction system, phosphorylation",1.82964691,2.224726463,3.302377192,11.58071173,2.534676449,1.836759146
"FGRAMPH1_01T01907","F08",0.889615280833541,1.76018806973021e-06,"LSM_dom_euk/arc, LSM_dom_sf, Sm_G, Lsm7/SmG-like, Sm","IPR001163, IPR010920, IPR034098, IPR044641, IPR047575","GO:0005681, GO:0003723, GO:0000387","spliceosomal complex, RNA binding, spliceosomal snRNP assembly",66.61186531,59.28944081,67.63750068,70.63356302,72.89366692,76.95697989
"FGRAMPH1_01T01971","F08",0.938601239332044,2.50119534425468e-08,"Prot_kinase_dom, Ser/Thr_kinase_AS, Kinase-like_dom_sf, Aur-like","IPR000719, IPR008271, IPR011009, IPR030616","GO:0004672, GO:0005524, GO:0006468","protein kinase activity, ATP binding, protein phosphorylation",21.70160308,18.81443971,13.74312262,37.75617326,25.94997015,26.03302416
"FGRAMPH1_01T01977","F08",0.89590006065537,1.15558688883207e-06,"DUF1275","IPR010699","GO:0016021","integral component of membrane",10.05362298,5.186555055,7.889315955,44.56432257,10.17459203,39.78106606
"FGRAMPH1_01T02025","F08",0.877940695209401,3.61215954392504e-06,"SDR_fam, Sc_DH/Rdtase_CS, NAD(P)-bd_dom_sf","IPR002347, IPR020904, IPR036291","GO:0016616, GO:0051287","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, NAD binding",44.42092569,62.38383053,69.79748107,68.5572865,75.8658583,80.20109373
"FGRAMPH1_01T02091","F08",0.911069995933788,3.71062811078095e-07,"RRM_dom, Nucleotide-bd_a/b_plait_sf, Mt_escape_2_C, P-loop_NTPase, Yme2_RRM, RBD_domain_sf, Yme2_C","IPR000504, IPR012677, IPR018850, IPR027417, IPR034260, IPR035979, IPR039627","GO:0031305, GO:0003723, GO:0000002, GO:0006397","integral component of mitochondrial inner membrane, RNA binding, mitochondrial genome maintenance, mRNA processing",75.59071544,31.88623054,15.04401763,107.9937027,66.29773266,39.37271029
"FGRAMPH1_01T02195","F08",0.773570897733275,0.000269563837949706,"","","","",100.4823324,7.375243507,6.766322669,171.1338955,99.66058233,61.5834072
"FGRAMPH1_01T02213","F08",0.83140336296122,3.53411598686116e-05,"Cyclophilin-type_PPIase_dom, Cyclophilin-type_PPIase_CS, Cyclophilin-type_PPIase, Cyclophilin-like_dom_sf","IPR002130, IPR020892, IPR024936, IPR029000","GO:0005634, GO:0003755, GO:0000413, GO:0006457","nucleus, peptidyl-prolyl cis-trans isomerase activity, protein peptidyl-prolyl isomerization, protein folding",53.6370022,34.49886617,21.78313393,39.98231107,55.19380661,25.23237484
"FGRAMPH1_01T02293","F08",0.931963564670895,5.29691188458231e-08,"DUF726, AB_hydrolase","IPR007941, IPR029058","GO:0016021","integral component of membrane",23.226795,11.3705101,8.114955876,59.04516482,20.69400932,19.1360065
