"ID","moduleLabels","MM.17","p.MM.17","Interpro.Short.Description","Interpro.ID","GO","GO_term","R1.2","R3.4","R5.6","R7.8","Sp_3d","Sp_7d"
"FGRAMPH1_01T00529","F17",0.869293596427424,5.87980501992659e-06,"","","","",80.35955504,1.282635559,13.27986142,418.9117719,48.28395987,652.4722149
"FGRAMPH1_01T00881","F17",0.901771844092065,7.60884854183492e-07,"Pep_chain_release_fac_I","IPR000352","GO:0003747, GO:0004672, GO:0005524, GO:0016787, GO:0006415, GO:0006468","translation release factor activity, protein kinase activity, ATP binding, hydrolase activity, translational termination, protein phosphorylation",11.14378381,7.475863889,16.45596772,53.79860085,17.74844929,73.31335351
"FGRAMPH1_01T00951","F17",0.836080210114771,2.90330302719163e-05,"LSM_dom_euk/arc, LSM_dom_sf, U6_snRNA_Lsm2, Sm","IPR001163, IPR010920, IPR016654, IPR047575","GO:0005681, GO:0005688, GO:0046540, GO:0008266, GO:0000398","spliceosomal complex, U6 snRNP, U4/U6 x U5 tri-snRNP complex, poly(U) RNA binding, mRNA splicing, via spliceosome",148.5149438,137.6984313,141.9548537,92.77081564,143.9317018,571.9836567
"FGRAMPH1_01T01015","F17",0.894724019074638,1.2527497219077e-06,"RNaseH-like_sf, Exonuclease_RNaseT/DNA_pol3, Oligoribonuclease, RNaseH_sf","IPR012337, IPR013520, IPR022894, IPR036397","GO:0000175, GO:0003676, GO:0090503","3'-5'-exoribonuclease activity, nucleic acid binding, RNA phosphodiester bond hydrolysis, exonucleolytic",64.22503811,54.22536298,25.87662274,43.23630674,72.44290647,188.6873502
"FGRAMPH1_01T01645","F17",0.904821556814576,6.06095944278386e-07,"Znf_HIT","IPR007529","GO:0046872","metal ion binding",11.6052794,4.430960088,6.268938899,40.76779788,13.92651161,10.25368312
"FGRAMPH1_01T02731","F17",0.902644555848624,7.13481160049399e-07,"Eaf6","IPR015418","GO:0035267, GO:0006281, GO:0016573","NuA4 histone acetyltransferase complex, DNA repair, histone acetylation",36.02972291,28.00914674,37.90453666,54.10743323,40.6429893,145.6483806
"FGRAMPH1_01T02803","F17",0.882762298157016,2.70894417827685e-06,"DUF2235, AB_hydrolase","IPR018712, IPR029058","","",2.964212921,0.116178984,0.570983977,25.48814188,9.993649377,6.746299128
"FGRAMPH1_01T03721","F17",0.9105456258467,3.87185799282395e-07,"Leu-rich_rpt, Leu-rich_rpt_typical-subtyp, Leu-rich_rpt_4, LRR_dom_sf","IPR001611, IPR003591, IPR025875, IPR032675","","",24.42265399,14.90028935,5.950963433,24.88256301,22.02621904,22.13245668
"FGRAMPH1_01T04443","F17",0.897916256092243,1.00396543145908e-06,"","","","",637.2859612,225.0481214,183.3814259,545.3589376,412.7989673,2179.153932
"FGRAMPH1_01T04889","F17",0.936726666880391,3.11681300138364e-08,"","","","",76.48852407,17.10599411,10.81021566,57.12433254,44.12047551,72.47111226
"FGRAMPH1_01T04965","F17",0.929623223418046,6.77926423740449e-08,"ClpP, ClpP_Ser_AS, ClpP/TepA, ClpP/crotonase-like_dom_sf, ClpP_His_AS","IPR001907, IPR018215, IPR023562, IPR029045, IPR033135","GO:0004176, GO:0004252, GO:0006508","ATP-dependent peptidase activity, serine-type endopeptidase activity, proteolysis",20.22374917,14.42982925,5.593358312,33.90472974,22.1348481,20.37553344
"FGRAMPH1_01T05119","F17",0.85517478187865,1.21576117114298e-05,"FAS1_domain, FAS1_dom_sf","IPR000782, IPR036378","","",33.93113932,6.152891736,7.58913331,41.85397366,81.58089796,22.52455535
