"ID","moduleLabels","MM.06","p.MM.06","Interpro.Short.Description","Interpro.ID","GO","GO_term","R1.2","R3.4","R5.6","R7.8","Sp_3d","Sp_7d"
"FGRAMPH1_01T00029","F06",0.686494359528074,0.00233840729922534,"Endosulphine","IPR006760","","",8.74158274,0,1.147553667,28.36044308,7.453223216,134.1459092
"FGRAMPH1_01T00077","F06",0.643152843725549,0.00535067125954543,"Sugar/inositol_transpt, MFS_sugar_transport-like, MFS_dom, MFS_trans_sf","IPR003663, IPR005828, IPR020846, IPR036259","GO:0016021, GO:0022857, GO:0008643, GO:0055085","integral component of membrane, transmembrane transporter activity, carbohydrate transport, transmembrane transport",7.721738556,4.710590152,0.73156785,6.89160265,3.059466847,0.936795722
"FGRAMPH1_01T00209","F06",0.746002097360882,0.000584656992475553,"OxRdtase_FMN_N, Aldolase_TIM, Oye-like","IPR001155, IPR013785, IPR045247","GO:0010181, GO:0016491","FMN binding, oxidoreductase activity",69.70362442,1.737662935,4.82990055,23.69809958,20.78656872,105.9203704
"FGRAMPH1_01T00217","F06",0.946005550069901,9.75015301399792e-09,"Glyco_hydro_36, Glyco_hydro_b, Aldolase_TIM, Glycoside_hydrolase_SF, Glyco_hydro_36_N, Glyco_hydro_36_C, Alpga-gal_N_sf","IPR002252, IPR013780, IPR013785, IPR017853, IPR031704, IPR031705, IPR038417","GO:0052692, GO:0016052","raffinose alpha-galactosidase activity, carbohydrate catabolic process",22.67399351,14.48125171,4.326960372,17.20325778,41.36092403,19.93578342
"FGRAMPH1_01T00243","F06",0.880635753191131,3.08014271367066e-06,"Arylamine_N-AcTrfase, Papain-like_cys_pep_sf","IPR001447, IPR038765","GO:0004060","arylamine N-acetyltransferase activity",7.426038948,2.340492918,1.534519438,12.64128277,6.940586625,13.51634787
"FGRAMPH1_01T00345","F06",0.75099606410181,0.000511844746070789,"Hydrolase_4, AB_hydrolase","IPR022742, IPR029058","","",4.146650461,0.367283543,0,13.58937898,1.513686992,4.360072978
"FGRAMPH1_01T00377","F06",0.9704285129356,1.14520583355974e-10,"NAD(P)-bd_dom, NAD(P)-bd_dom_sf","IPR016040, IPR036291","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",32.75537061,17.41629811,7.340735942,21.00773562,30.54801076,48.15341783
"FGRAMPH1_01T00439","F06",0.739180443532779,0.00069783713082353,"","","GO:0016020","membrane",81.43181265,0.89861571,0.831082239,32.94394903,49.92289106,304.2235608
"FGRAMPH1_01T00441","F06",0.767704879364856,0.000320570993283512,"AA/rel_permease1","IPR002293","GO:0016021, GO:0022857, GO:0055085","integral component of membrane, transmembrane transporter activity, transmembrane transport",0.973451781,1.49955052,1.604902229,7.219592594,1.138369444,2.042205644
"FGRAMPH1_01T00445","F06",0.711260156179094,0.0013675319283479,"","","","",90.38464916,1.608177269,0,49.22944837,11.24848876,383.2556869
"FGRAMPH1_01T00467","F06",0.822947442908703,4.97005569508768e-05,"","","","",253.0444651,7.530833364,7.279179102,135.049729,288.7269787,275.100924
"FGRAMPH1_01T00485","F06",0.919899216493904,1.73878814496048e-07,"NUDIX_hydrolase_dom, NUDIX_hydrolase-like_dom_sf, NUDIX_hydrolase_CS, Nudix_hydrolase","IPR000086, IPR015797, IPR020084, IPR020476","GO:0005739, GO:0047631, GO:0019693","mitochondrion, ADP-ribose diphosphatase activity, ribose phosphate metabolic process",18.61173749,16.37998832,12.24945439,27.551856,18.91899316,19.06141729
"FGRAMPH1_01T00535","F06",0.915819930770201,2.49336145283829e-07,"DUF885","IPR010281","","",32.79536422,16.43172052,1.533953553,22.22453802,15.56966478,24.57230916
"FGRAMPH1_01T00589","F06",0.7972822062221,0.000126670387624366,"Na/ntran_symport, SNS_sf","IPR000175, IPR037272","GO:0016021, GO:0015293, GO:0055085","integral component of membrane, symporter activity, transmembrane transport",4.09978607,0.395143148,0,12.28997062,9.441054189,4.192558319
"FGRAMPH1_01T00621","F06",0.758685570483933,0.000414559262116171,"","","","",3.880703986,1.517058331,0,69.54053207,8.585834433,7.421820395
"FGRAMPH1_01T00675","F06",0.881039133497425,3.00657863640406e-06,"GroES-like_sf, PKS_ER, NAD(P)-bd_dom_sf","IPR011032, IPR020843, IPR036291","GO:0016491","oxidoreductase activity",9.981921863,18.83292235,6.320110883,27.17875795,13.68360772,16.247757
"FGRAMPH1_01T00745","F06",0.877623050539384,3.67973252118529e-06,"","","","",11.12653873,14.83570125,6.979068616,4.523510339,13.61563511,7.130193474
"FGRAMPH1_01T00751","F06",0.781456887614556,0.00021182779071424,"","","","",42.44037184,37.20400859,18.21367964,17.84651685,28.40180449,10.40265536
"FGRAMPH1_01T00809","F06",0.843096641042187,2.13668942912598e-05,"SKP1-like, SKP1/BTB/POZ_sf, Skp1_comp_POZ, ELC1","IPR001232, IPR011333, IPR016073, IPR039948","GO:0003746, GO:0006414, GO:0006511","translation elongation factor activity, translational elongation, ubiquitin-dependent protein catabolic process",34.94407289,40.54713208,45.17434718,13.27141792,39.37097184,107.7592772
"FGRAMPH1_01T00813","F06",0.950808064318226,4.91706993957116e-09,"GrpE, GrpE_head, GrpE_coiled_coil","IPR000740, IPR009012, IPR013805","GO:0005759, GO:0000774, GO:0042803, GO:0051087, GO:0006457, GO:0050790","mitochondrial matrix, adenyl-nucleotide exchange factor activity, protein homodimerization activity, chaperone binding, protein folding, regulation of catalytic activity",70.64050547,38.96777866,38.72003928,28.13616927,73.60200664,78.72082465
"FGRAMPH1_01T00989","F06",0.798123638693753,0.000123102761182986,"UbQ_mOase_COQ6, FAD-bd, UbiH/COQ6, Ubi_Hdrlase_CS, FAD/NAD-bd_sf","IPR000689, IPR002938, IPR010971, IPR018168, IPR036188","GO:0031314, GO:0008681, GO:0016709, GO:0071949, GO:0106364, GO:0006744","extrinsic component of mitochondrial inner membrane, 2-octaprenyl-6-methoxyphenol hydroxylase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen, FAD binding, 4-hydroxy-3-all-trans-hexaprenylbenzoate oxygenase activity, ubiquinone biosynthetic process",9.245821008,14.86136136,9.990518194,7.756125932,13.31171283,7.697190876
"FGRAMPH1_01T01025","F06",0.88382881842716,2.53762485302935e-06,"","","","",107.5922328,90.65284108,66.46052329,41.02454031,175.8645575,180.0530092
"FGRAMPH1_01T01087","F06",0.800063942595659,0.000115196443312013,"THF_DH/CycHdrlase, THF_DH/CycHdrlase_cat_dom, THF_DH/CycHdrlase_NAD-bd_dom, m-THF_DH_NAD-bd, NAD(P)-bd_dom_sf","IPR000672, IPR020630, IPR020631, IPR035812, IPR036291","GO:0004488, GO:0006730","methylenetetrahydrofolate dehydrogenase (NADP+) activity, one-carbon metabolic process",16.84309901,19.72268176,17.31403556,4.611454159,13.14596704,15.19587961
"FGRAMPH1_01T01111","F06",0.898782304974793,9.44262026575567e-07,"NADP_OxRdtase_dom, NADP_OxRdtase_dom_sf","IPR023210, IPR036812","GO:0047834","D-threo-aldose 1-dehydrogenase activity",16.82965248,15.38011064,8.946557856,22.80734933,16.56546076,49.75073181
"FGRAMPH1_01T01143","F06",0.89168820364429,1.53642443774366e-06,"Aldolase/citrate-lyase_domain, Citrate_lyase_beta/mcl1/mcl2, Pyrv/PenolPyrv_Kinase-like_dom, Pyrv_Kinase-like_dom_sf","IPR005000, IPR011206, IPR015813, IPR040442","GO:0016829, GO:0046872","lyase activity, metal ion binding",17.52502692,16.50518769,7.841974012,29.47094236,17.62748077,10.33104375
"FGRAMPH1_01T01199","F06",0.848040265664159,1.70619788834848e-05,"LSM_dom_euk/arc, LSM_dom_sf, Lsm8, PTHR15588, Sm","IPR001163, IPR010920, IPR034103, IPR044642, IPR047575","GO:0005681, GO:0005688, GO:0046540, GO:0003723, GO:0000398","spliceosomal complex, U6 snRNP, U4/U6 x U5 tri-snRNP complex, RNA binding, mRNA splicing, via spliceosome",59.25673791,66.57746855,61.82548017,21.3166729,63.53031554,120.3029759
"FGRAMPH1_01T01241","F06",0.582202368724983,0.0142025007474351,"","","","",0.988154727,1.920996201,1.15032416,7.235609438,0.675392111,0.355332025
"FGRAMPH1_01T01273","F06",0.832529197361282,3.37257201807437e-05,"AH/BAR_dom_sf, PIL1/LSP1","IPR027267, IPR028245","","",53.14249318,3.582401646,5.701480849,96.36789523,75.42002452,143.7577136
"FGRAMPH1_01T01343","F06",0.921326892910726,1.52582719899949e-07,"FolB_dom, GTP-CH-I_C/QueF","IPR006157, IPR043133","GO:0004150, GO:0006760","dihydroneopterin aldolase activity, folic acid-containing compound metabolic process",11.00874185,11.34851097,5.351620931,8.802836584,10.55999868,27.95080929
"FGRAMPH1_01T01377","F06",0.837516452541427,2.72987073223461e-05,"GNAT_dom, Acyl_CoA_acyltransferase","IPR000182, IPR016181","GO:0008080","N-acetyltransferase activity",35.1790776,56.17857964,61.38709648,44.60103869,151.6671866,88.56227023
"FGRAMPH1_01T01387","F06",0.829440615619683,3.83139931322511e-05,"CTAG/Pcc1","IPR015419","","",58.45657305,35.70596465,15.47068453,28.6092189,41.22182749,16.60891019
"FGRAMPH1_01T01417","F06",0.91536453093222,2.59281453360862e-07,"Cyt_c_oxidase_Cu-chaperone, Cys_alpha_HP_mot_SF","IPR007745, IPR009069","GO:0005739, GO:0005507, GO:0009987, GO:0019538","mitochondrion, copper ion binding, cellular process, protein metabolic process",198.1864035,53.43331211,51.94986459,127.2761348,105.8216743,412.4330869
"FGRAMPH1_01T01445","F06",0.932997959353731,4.73637247802156e-08,"Znf_DNL-typ, Mt_import_TIM15","IPR007853, IPR024158","GO:0008270","zinc ion binding",53.29377364,26.51117434,12.57604247,47.01190565,61.0626478,45.94651323
"FGRAMPH1_01T01469","F06",0.846409229706817,1.8392430242845e-05,"","","GO:0016021, GO:0004521, GO:0090502","integral component of membrane, endoribonuclease activity, RNA phosphodiester bond hydrolysis, endonucleolytic",91.66254298,62.70999489,87.82118829,25.68071618,94.81166353,279.5385817
"FGRAMPH1_01T01471","F06",0.800914413151285,0.000111867999620277,"SDR_fam, Sc_DH/Rdtase_CS, NAD(P)-bd_dom_sf","IPR002347, IPR020904, IPR036291","GO:0016491","oxidoreductase activity",109.9757255,2.235550505,3.888619902,47.83062811,68.00331408,150.2068265
"FGRAMPH1_01T01475","F06",0.875703256032827,4.11150521163586e-06,"DUF4291","IPR025633","","",14.74359305,7.752621877,0.845953024,20.90673689,7.077883011,16.24095625
"FGRAMPH1_01T01509","F06",0.829927312537049,3.75578202666118e-05,"MFS, MFS_dom, MFS_trans_sf","IPR011701, IPR020846, IPR036259","GO:0016021, GO:0022857, GO:0055085","integral component of membrane, transmembrane transporter activity, transmembrane transport",3.201694263,3.713768344,3.857634292,6.01189116,4.087199529,2.150702633
