"ID","moduleLabels","MM.15","p.MM.15","Interpro.Short.Description","Interpro.ID","GO","GO_term","R1.2","R3.4","R5.6","R7.8","Sp_3d","Sp_7d"
"FGRAMPH1_01T01029","F15",0.836463705852855,2.85610687299251e-05,"Nuo17.8","IPR034444","GO:0005739","mitochondrion",438.1913083,243.0556921,239.5638612,409.8416018,310.2361211,335.6432529
"FGRAMPH1_01T01043","F15",0.872550047605115,4.91431265350418e-06,"Coa3_cc, Coa3","IPR018628, IPR041752","GO:0031305, GO:0033617","integral component of mitochondrial inner membrane, mitochondrial cytochrome c oxidase assembly",95.50077523,52.85286433,32.27005339,289.0376925,74.67551406,204.2356344
"FGRAMPH1_01T01181","F15",0.879063589430025,3.38169149996681e-06,"LSM_dom_euk/arc, LSM_dom_sf, Lsm6/sSmF, Sm","IPR001163, IPR010920, IPR016487, IPR047575","GO:0000932, GO:0005681, GO:0005688, GO:0005730, GO:0005732, GO:0046540, GO:1990726, GO:0003723, GO:0000398, GO:0030490","P-body, spliceosomal complex, U6 snRNP, nucleolus, sno(s)RNA-containing ribonucleoprotein complex, U4/U6 x U5 tri-snRNP complex, Lsm1-7-Pat1 complex, RNA binding, mRNA splicing, via spliceosome, maturation of SSU-rRNA",132.0247,83.497333,84.72736733,103.6618827,105.1283126,359.1642665
"FGRAMPH1_01T01189","F15",0.933143628411101,4.66168716178915e-08,"TMA17","IPR038966","GO:0070682","proteasome regulatory particle assembly",43.60511897,52.85133235,25.30331165,143.5834492,60.55099397,56.48177274
"FGRAMPH1_01T01219","F15",0.886490826301861,2.1498013913791e-06,"","","","",92.20918941,26.85570663,43.23520503,329.3863282,124.615063,636.962103
"FGRAMPH1_01T01263","F15",0.94830873046916,7.07869626445937e-09,"Aldolase_II/adducin_N, MethylthioRu-1-P_deHdtase_MtnB, Salvage_MtnB_euk, Aldolase_II/adducin_N_sf","IPR001303, IPR017714, IPR027514, IPR036409","GO:0005737, GO:0008270, GO:0046570, GO:0019284, GO:0019509","cytoplasm, zinc ion binding, methylthioribulose 1-phosphate dehydratase activity, L-methionine salvage from S-adenosylmethionine, L-methionine salvage from methylthioadenosine",35.82671214,31.48085681,17.46244275,62.35739396,47.23837587,31.38785027
"FGRAMPH1_01T01869","F15",0.907547305482168,4.91391247897241e-07,"C2_dom, SMP_LBD, C2_domain_sf, C2B_Tricalbin, C2A_Mug190-like","IPR000008, IPR031468, IPR035892, IPR037765, IPR037767","GO:0016021, GO:0008289, GO:0006869, GO:0061817","integral component of membrane, lipid binding, lipid transport, endoplasmic reticulum-plasma membrane tethering",9.225971339,3.328807578,3.106522849,25.37531175,10.73855945,17.70381911
"FGRAMPH1_01T02907","F15",0.945888768027632,9.90603784791084e-09,"","","GO:0016491","oxidoreductase activity",275.3884083,107.1808415,52.1245586,289.9822601,262.5998474,408.7503887
"FGRAMPH1_01T03067","F15",0.951345058802356,4.535618446021e-09,"Fungal_lipase-like, AB_hydrolase","IPR002921, IPR029058","GO:0006629","lipid metabolic process",26.7274309,13.99539184,15.83291345,72.31831427,42.3859022,36.80570929
"FGRAMPH1_01T03079","F15",0.965105607872873,3.90197909711853e-10,"OxRdtase_FMN_N, Aldolase_TIM, YqjM-like","IPR001155, IPR013785, IPR044152","GO:0003959, GO:0010181, GO:0050661","NADPH dehydrogenase activity, FMN binding, NADP binding",31.23460783,23.77139354,12.84759591,69.28548361,28.7470098,53.95126967
"FGRAMPH1_01T03267","F15",0.889676013247329,1.75325736406346e-06,"Ubiquitin-like_dom, Rad60/SUMO-like_dom, Ubiquitin-like_domsf","IPR000626, IPR022617, IPR029071","GO:0005940, GO:0030998, GO:0044732, GO:0031386, GO:0042802, GO:0000723, GO:0016925, GO:0051572, GO:0051573, GO:0071441, GO:0120290, GO:1903379, GO:1990426","septin ring, linear element, mitotic spindle pole body, protein tag, identical protein binding, telomere maintenance, protein sumoylation, negative regulation of histone H3-K4 methylation, negative regulation of histone H3-K9 methylation, negative regulation of histone H3-K14 acetylation, stalled replication fork localization to nuclear periphery, regulation of mitotic chromosome condensation, mitotic recombination-dependent replication fork processing",268.2029637,137.1600281,125.6634705,104.8640906,222.6628672,337.9310694
"FGRAMPH1_01T03395","F15",0.915620350540945,2.5365368851871e-07,"PFD_beta-like, Prefoldin","IPR002777, IPR009053","GO:0016272, GO:0051082, GO:0006457","prefoldin complex, unfolded protein binding, protein folding",193.0725809,151.7374859,116.7124323,158.2574048,152.7422085,501.4940519
"FGRAMPH1_01T03443","F15",0.894652233878579,1.2588998747311e-06,"","","GO:0016021","integral component of membrane",26.9174232,14.00350148,15.06881097,92.32634156,27.11266521,156.3056374
"FGRAMPH1_01T03479","F15",0.93916902260948,2.33674666639578e-08,"WW_dom, WW_dom_sf","IPR001202, IPR036020","","",94.36041182,25.98163274,15.96309438,87.36378603,77.3920362,64.1859711
"FGRAMPH1_01T03595","F15",0.892694656832752,1.43685761601249e-06,"Calcineurin-like_PHP_ApaH, Ser/Thr-sp_prot-phosphatase, Metallo-depent_PP-like, PPA2-like","IPR004843, IPR006186, IPR029052, IPR047129","GO:0000785, GO:0008287, GO:0106306, GO:0106307, GO:0006470, GO:0071963, GO:1903379, GO:2001211","chromatin, protein serine/threonine phosphatase complex, GO:0106306, GO:0106307, protein dephosphorylation, establishment or maintenance of cell polarity regulating cell shape, regulation of mitotic chromosome condensation, negative regulation of isopentenyl diphosphate biosynthetic process, mevalonate pathway",81.6741501,63.17441666,62.92170942,61.63509353,80.25108989,90.52234849
"FGRAMPH1_01T03611","F15",0.892224958756456,1.4826154925722e-06,"CXXC_Zn_binding_euk","IPR008584","GO:0006396","RNA processing",34.45263684,75.78024589,49.45171442,174.8464465,61.71588937,197.8640814
"FGRAMPH1_01T04069","F15",0.884930121935102,2.37050356236145e-06,"SsuA/THI5, NMT1/THI5","IPR015168, IPR027939","GO:0009228, GO:0009229","thiamine biosynthetic process, thiamine diphosphate biosynthetic process",206.9754886,122.5748483,51.1429662,130.2893398,197.7382475,195.8494493
"FGRAMPH1_01T04841","F15",0.942380526159188,1.57051988812925e-08,"","","","",113.5635579,32.78147613,23.78603721,159.308028,72.77983123,125.355112
"FGRAMPH1_01T04995","F15",0.851460036399736,1.45353063651006e-05,"MFS, MFS_dom, MFS_trans_sf","IPR011701, IPR020846, IPR036259","GO:0016021, GO:0022857, GO:0055085","integral component of membrane, transmembrane transporter activity, transmembrane transport",66.66163982,22.2800847,3.034958294,133.3186252,64.31699126,36.03538862
"FGRAMPH1_01T05051","F15",0.541021539580634,0.0249205856217292,"Ammonium_transpt, Ammonium_transpt_CS, NH4_transpt_AmtB-like_dom, Ammonium/urea_transptr","IPR001905, IPR018047, IPR024041, IPR029020","GO:0016021, GO:0008519, GO:0072488","integral component of membrane, ammonium transmembrane transporter activity, ammonium transmembrane transport",59.2767644,33.23481965,5.152255184,53.82357241,9.162911146,9.181535107
"FGRAMPH1_01T05949","F15",0.827341751866121,4.17241143813994e-05,"Small_GTPase, Small_GTP-bd_dom, P-loop_NTPase","IPR001806, IPR005225, IPR027417","GO:0003924, GO:0005525","GTPase activity, GTP binding",98.07290724,135.0310004,159.3224079,94.97616149,117.1072925,270.489846
"FGRAMPH1_01T06293","F15",0.893408266377267,1.36964810114134e-06,"NIF_FeS_clus_asmbl_NifU_N, ISC_FeS_clus_asmbl_IscU","IPR002871, IPR011339","GO:0005759, GO:0005506, GO:0051537, GO:0016226","mitochondrial matrix, iron ion binding, 2 iron, 2 sulfur cluster binding, iron-sulfur cluster assembly",225.1829428,61.31910768,78.19615172,92.32634156,190.0893652,141.7252675
"FGRAMPH1_01T06417","F15",0.865264402824489,7.29376573364053e-06,"PLP-dep, ACCD_DCysDesulf, Trypto_synt_PLP_dependent","IPR001926, IPR027278, IPR036052","","",31.34610983,10.93577294,5.633525021,82.39050288,31.11239081,31.48323634
"FGRAMPH1_01T08299","F15",0.880244693628189,3.15291929976776e-06,"Vfa1","IPR013640","","",33.59203813,18.88470606,15.19241436,65.97365919,24.52508737,203.5677871
"FGRAMPH1_01T08303","F15",0.90563940845231,5.69496441959536e-07,"Dual-sp_phosphatase_cat-dom, Tyr_Pase_dom, DUSP12, TYR_PHOSPHATASE_DUAL_dom, Prot-tyrosine_phosphatase-like","IPR000340, IPR000387, IPR016278, IPR020422, IPR029021","GO:0004725, GO:0008138, GO:0035335","protein tyrosine phosphatase activity, protein tyrosine/serine/threonine phosphatase activity, peptidyl-tyrosine dephosphorylation",24.90154598,21.24844548,14.31403404,67.05731302,29.79615973,23.26654207
"FGRAMPH1_01T08373","F15",0.766720439875625,0.000329872709775476,"","","","",160.4014809,241.9331418,8.993631706,202.4680846,149.7546591,154.657433
"FGRAMPH1_01T08913","F15",0.888264104724731,1.92054870670406e-06,"Sugar/inositol_transpt, MFS_sugar_transport-like, Sugar_transporter_CS, MFS_dom, MFS_trans_sf","IPR003663, IPR005828, IPR005829, IPR020846, IPR036259","GO:0016021, GO:0022857, GO:0055085","integral component of membrane, transmembrane transporter activity, transmembrane transport",68.51756046,15.6765578,8.590611355,49.67319445,71.51096537,36.6025966
"FGRAMPH1_01T09031","F15",0.950568889676396,5.09566457492822e-09,"NADP_OxRdtase_dom, NADP_OxRdtase_dom_sf","IPR023210, IPR036812","GO:0047834","D-threo-aldose 1-dehydrogenase activity",53.60152222,36.85237326,14.3805287,128.5190566,59.80799432,87.97833555
"FGRAMPH1_01T09717","F15",0.967850995381335,2.12735749455718e-10,"K_chnl_volt-dep_bsu_KCNAB-rel, NADP_OxRdtase_dom, NADP_OxRdtase_dom_sf","IPR005399, IPR023210, IPR036812","GO:0006813, GO:0005634, GO:0008270, GO:0034765, GO:0005244, GO:0000981, GO:0047834, GO:0006357","potassium ion transport, nucleus, zinc ion binding, regulation of ion transmembrane transport, voltage-gated ion channel activity, DNA-binding transcription factor activity, RNA polymerase II-specific, D-threo-aldose 1-dehydrogenase activity, regulation of transcription by RNA polymerase II",59.352247,36.81108938,16.19890917,83.28999625,73.60269555,84.5857222
"FGRAMPH1_01T10169","F15",0.817988236335585,6.02120023705582e-05,"DUF4336, RibonucZ/Hydroxyglut_hydro","IPR025638, IPR036866","","",24.72526442,19.63796085,9.060711273,69.93438554,35.27948688,30.75667445
"FGRAMPH1_01T10539","F15",0.944129995245756,1.25269183126611e-08,"Cbp4","IPR012420","GO:0005743, GO:0016021","mitochondrial inner membrane, integral component of membrane",61.36666612,46.21782167,46.75248072,131.6693084,66.51843679,206.2936514
"FGRAMPH1_01T12681","F15",0.846747642248793,1.81093863039079e-05,"OxRdtase_FMN_N, Aldolase_TIM, Oye-like","IPR001155, IPR013785, IPR045247","GO:0010181, GO:0016491","FMN binding, oxidoreductase activity",15.58443108,6.271022351,8.650986248,137.7079894,34.4517451,36.54571099
"FGRAMPH1_01T12939","F15",0.863793705691637,7.87726342731975e-06,"Glyco_hydro_31, Gal_mutarotase_sf_dom, Glyco_hydro_b, Glycoside_hydrolase_SF, Glyco_hydro_31_N_dom, Glyco_hydro_31_AS, Gal_mutarotase_N","IPR000322, IPR011013, IPR013780, IPR017853, IPR025887, IPR030458, IPR031727","GO:0008422, GO:0030246, GO:0032450, GO:0102483, GO:0000023","beta-glucosidase activity, carbohydrate binding, maltose alpha-glucosidase activity, scopolin beta-glucosidase activity, maltose metabolic process",31.59124644,37.79271557,9.498466438,155.6867736,104.9004241,51.4047165
"FGRAMPH1_01T14111","F15",0.951175281887929,4.65336101948382e-09,"ApbA, 6-PGluconate_DH-like_C_sf, 6PGD_dom2, KPR_N, KPA_reductase, NAD(P)-bd_dom_sf","IPR003710, IPR008927, IPR013328, IPR013332, IPR013752, IPR036291","GO:0016021, GO:0008677, GO:0015940","integral component of membrane, 2-dehydropantoate 2-reductase activity, pantothenate biosynthetic process",63.20043576,46.02597004,26.88603502,80.39524125,75.12514938,172.7549799
"FGRAMPH1_01T14211","F15",0.930225931035038,6.36707876107666e-08,"Mpv17_PMP22","IPR007248","GO:0016021","integral component of membrane",37.3061881,18.68791198,17.66660279,115.6052514,39.87052498,36.21977956
"FGRAMPH1_01T16251","F15",0.928000329665293,8.00497261465533e-08,"Ankyrin_rpt, Ankyrin_rpt-contain_sf","IPR002110, IPR036770","","",240.3589582,111.9280115,53.39259641,153.5200201,145.3787771,162.5950641
"FGRAMPH1_01T16273","F15",0.738001127840938,0.000719131283820528,"GH16, ConA-like_dom_sf","IPR000757, IPR013320","GO:0004553, GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds, carbohydrate metabolic process",374.5776528,43.32595249,6.298563715,140.5186627,105.0948105,109.1530253
"FGRAMPH1_01T16559","F15",0.906303392285004,5.41190010395611e-07,"","","","",54.27376149,32.64062274,48.19367794,68.15251275,44.49437323,87.12440341
"FGRAMPH1_01T17193","F15",0.883835048484211,2.53665192041863e-06,"TGS, Small_GTP-bd_dom, GTP_binding_domain, GTP1-OBG_CS, Beta-grasp_dom_sf, TGS-like, P-loop_NTPase, G_OBG, GTP-binding_2, DRG","IPR004095, IPR005225, IPR006073, IPR006074, IPR012675, IPR012676, IPR027417, IPR031167, IPR031662, IPR045001","GO:0003924, GO:0005525","GTPase activity, GTP binding",41.02181106,48.44871894,33.69432728,39.86279048,50.01343516,108.7908535
"FGRAMPH1_01T17351","F15",0.883558121024453,2.58020753746031e-06,"Ribosomal_S27/S33_mit","IPR013219","GO:0005739, GO:0005840","mitochondrion, ribosome",74.17967935,76.01941163,89.13487107,92.37826166,72.38809155,265.8589629
"FGRAMPH1_01T17469","F15",0.930817238990669,5.98379616242299e-08,"R3H-assoc_dom, R3H_dom_sf","IPR025952, IPR036867","GO:0003676","nucleic acid binding",34.6639473,17.85310312,12.03574422,64.69058432,38.99603412,29.02252787
"FGRAMPH1_01T17777","F15",0.929345237674398,6.97696718437272e-08,"Yippee/Mis18/Cereblon, Yippee, Yippee_fam","IPR004910, IPR034751, IPR039058","GO:0016853, GO:0046872","isomerase activity, metal ion binding",87.06862607,53.04675998,59.37403564,104.0264614,85.82430711,136.2965635
"FGRAMPH1_01T17887","F15",0.91334050930979,3.07707488222852e-07,"Cyt_P450, Cyt_P450_E_grp-I, Cyt_P450_CS, Cyt_P450_sf","IPR001128, IPR002401, IPR017972, IPR036396","GO:0016021, GO:0004497, GO:0005506, GO:0016705, GO:0020037","integral component of membrane, monooxygenase activity, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, heme binding",27.72843289,30.79643448,21.76909657,40.35223811,31.14089731,36.19340452
"FGRAMPH1_01T18301","F15",0.885849188024863,2.23831392556999e-06,"ATP11","IPR010591","GO:0005739, GO:0065003","mitochondrion, protein-containing complex assembly",100.9910342,54.2558537,31.87043595,152.7416574,131.770094,67.5986577
"FGRAMPH1_01T18435","F15",0.926648597050331,9.16662913810792e-08,"AB_hydrolase_1, HAT_MetX-like, AB_hydrolase","IPR000073, IPR008220, IPR029058","GO:0016747, GO:0009058","acyltransferase activity, transferring groups other than amino-acyl groups, biosynthetic process",37.45726736,19.03411678,19.32259986,42.25455791,40.16615383,31.24035718
"FGRAMPH1_01T18601","F15",0.872834883000144,4.83669988324195e-06,"Dynamin_stalk, Dynamin_GTPase, GED_dom, Dynamin_SF, P-loop_NTPase, G_DYNAMIN_dom, Dynamin_N","IPR000375, IPR001401, IPR020850, IPR022812, IPR027417, IPR030381, IPR045063","GO:0003924, GO:0005525","GTPase activity, GTP binding",38.93221761,9.315720003,13.11531355,38.59703277,31.01418955,20.18150133
"FGRAMPH1_01T18905","F15",0.862868462153896,8.26431788639183e-06,"","","","",986.0862179,69.48953471,109.7116484,643.914539,680.737093,373.9340959
"FGRAMPH1_01T19439","F15",0.875325796041833,4.20128590595615e-06,"Gpr1/Fun34/SatP","IPR000791","GO:0016021","integral component of membrane",36.40035364,12.93704291,10.448038,188.5588754,36.97616257,38.74452033
