"ID","moduleLabels","MM.05","p.MM.05","Interpro.Short.Description","Interpro.ID","GO","GO_term","R1.2","R3.4","R5.6","R7.8","Sp_3d","Sp_7d"
"FGRAMPH1_01T00223","F05",0.772278294058071,0.000280176527853017,"Cyt_P450, Cyt_P450_E_grp-IV, Cyt_P450_CS, Cyt_P450_sf","IPR001128, IPR002403, IPR017972, IPR036396","GO:0004497, GO:0005506, GO:0016705, GO:0020037","monooxygenase activity, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, heme binding",303.040874,1920.020867,4562.158058,332.5540381,531.2284403,19.03107699
"FGRAMPH1_01T00483","F05",0.836456032098489,2.85704486313065e-05,"Gln_synth_cat_dom, Gln_synt_N, Gln_synth/guanido_kin_cat_dom","IPR008146, IPR008147, IPR014746, IPR036651","GO:0004356, GO:0016787, GO:0006542","glutamate-ammonia ligase activity, hydrolase activity, glutamine biosynthetic process",9.709678241,16.16021803,33.20579765,48.68175961,17.2220733,2.879340852
"FGRAMPH1_01T00513","F05",0.960261425987519,1.01996181442377e-09,"DDOST_48_kDa_subunit","IPR005013","GO:0005789, GO:0016021, GO:0016740, GO:0018279","endoplasmic reticulum membrane, integral component of membrane, transferase activity, protein N-linked glycosylation via asparagine",53.18131642,56.84600043,51.12468999,76.87053226,56.14693663,18.96178451
"FGRAMPH1_01T00775","F05",0.845050116286465,1.95672664902992e-05,"BolA, BolA-like_sf","IPR002634, IPR036065","","",8.672034084,11.32340985,42.71118879,54.95677112,16.35344087,5.080562341
"FGRAMPH1_01T00801","F05",0.917755848346511,2.10619448781984e-07,"Glycoside_hydrolase_63, 6-hairpin_glycosidase_sf, Glyco_hydro_63_C","IPR004888, IPR008928, IPR031335","GO:0004573, GO:0009311","Glc3Man9GlcNAc2 oligosaccharide glucosidase activity, oligosaccharide metabolic process",43.94211179,92.03934163,44.09917238,50.78702118,50.67189968,15.10163211
"FGRAMPH1_01T00849","F05",0.786254399890966,0.000182064949973424,"NADP_OxRdtase_dom, NADP_OxRdtase_dom_sf","IPR023210, IPR036812","GO:0047834","D-threo-aldose 1-dehydrogenase activity",104.9231459,130.6431165,55.10692528,52.00225993,35.61005167,49.00377663
"FGRAMPH1_01T00873","F05",0.96667803209713,2.77385208838977e-10,"WD40_repeat, LisH, WD40/YVTN_repeat-like_dom_sf, WD40_repeat_dom_sf, Ebi-like","IPR001680, IPR006594, IPR015943, IPR036322, IPR045183","","",12.7838066,13.252623,19.42178798,16.77540512,13.09085957,5.755239927
"FGRAMPH1_01T00927","F05",0.856325773309647,1.14915980724399e-05,"ASF1-like, Hist_deposition_Asf1, ASF1-like_sf","IPR006818, IPR017282, IPR036747","GO:0005634, GO:0006334, GO:0006355, GO:0016573","nucleus, nucleosome assembly, regulation of DNA-templated transcription, histone acetylation",62.51304482,90.02880679,202.5987584,42.20125762,94.51128053,80.85811019
"FGRAMPH1_01T00967","F05",0.593481600499259,0.012022714927649,"WD40/YVTN_repeat-like_dom_sf, Nucleoporin","IPR015943, IPR026054","","",0.165509049,2.59102093,14.19442403,25.15609455,0.617556117,0.748057237
"FGRAMPH1_01T00987","F05",0.886863787902947,2.09973834549893e-06,"LEM/LEM-like_dom_sf, MSC, HeH/LEM_domain, MAN1_winged_helix_dom, Heh2/Src1","IPR011015, IPR018996, IPR025856, IPR041885, IPR044780","GO:0005637, GO:0016021, GO:0003682","nuclear inner membrane, integral component of membrane, chromatin binding",19.12211207,17.69970846,30.15092327,62.59190258,20.901212,17.21102062
"FGRAMPH1_01T01037","F05",0.429460838228075,0.0853646686371536,"Tubulin, Alpha_tubulin, Tubulin_FtsZ_GTPase, Tub_FtsZ_C, Tubulin_CS, Tubulin/FtsZ_2-layer-sand-dom, Tubulin_C, Tubulin/FtsZ_GTPase_sf, Tubulin/FtsZ-like_C","IPR000217, IPR002452, IPR003008, IPR008280, IPR017975, IPR018316, IPR023123, IPR036525, IPR037103","GO:0005874, GO:0003924, GO:0005200, GO:0005525, GO:0007010, GO:0007017","microtubule, GTPase activity, structural constituent of cytoskeleton, GTP binding, cytoskeleton organization, microtubule-based process",191.916509,283.7725764,394.4908471,367.1759097,238.472461,46.37495377
"FGRAMPH1_01T01069","F05",0.939132541221869,2.34702581459981e-08,"Prot_kinase_dom, Ser/Thr_kinase_AS, Kinase-like_dom_sf, MAPKKK_Ssk2/Ssk22, Protein_kinase_ATP_BS","IPR000719, IPR008271, IPR011009, IPR017240, IPR017441","GO:0005737, GO:1990315, GO:0004709, GO:0005524, GO:0106311, GO:0006468, GO:0038066","cytoplasm, Mcs4 RR-MAPKKK complex, MAP kinase kinase kinase activity, ATP binding, GO:0106311, protein phosphorylation, p38MAPK cascade",10.51200464,18.527932,36.52526564,15.77319732,12.60996596,8.178574678
"FGRAMPH1_01T01151","F05",0.866845775013636,6.70777381807185e-06,"EF_hand_dom, EF-hand-dom_pair, EF_Hand_1_Ca_BS","IPR002048, IPR011992, IPR018247","GO:0005509","calcium ion binding",35.8224585,26.51762753,36.73079321,53.94718577,41.23864345,22.67889564
"FGRAMPH1_01T01209","F05",0.822699174424623,5.01871410465261e-05,"DOMON_domain, Cellobiose_DH_cyt","IPR005018, IPR015920","GO:0016021","integral component of membrane",22.07046646,69.31962419,270.1150939,36.15762073,53.74332695,14.13001172
"FGRAMPH1_01T01253","F05",0.928726648166236,7.43475285586168e-08,"FAD-bd, Phe_hydrox_C_dim_dom, FAD/NAD-bd_sf, Thioredoxin-like_sf, PHOX_C_sf","IPR002938, IPR012941, IPR036188, IPR036249, IPR038220","GO:0004497, GO:0071949","monooxygenase activity, FAD binding",42.06872205,75.08348371,73.74919074,33.87295551,30.99226314,11.96934383
"FGRAMPH1_01T01257","F05",0.947776908602015,7.63162480275663e-09,"Calret/calnex, Calreticulin/calnexin_P_dom_sf, ConA-like_dom_sf, Calret/calnex_CS","IPR001580, IPR009033, IPR013320, IPR018124","GO:0005783, GO:0016021, GO:0005509, GO:0051082, GO:0006457","endoplasmic reticulum, integral component of membrane, calcium ion binding, unfolded protein binding, protein folding",100.6151847,219.1179421,225.278637,116.8212519,121.3184464,26.57564562
"FGRAMPH1_01T01321","F05",0.92247405363992,1.37131283432526e-07,"MOB_kinase_act_fam, MOB_kinase_act_sf","IPR005301, IPR036703","GO:0016301, GO:0016310","kinase activity, phosphorylation",84.40197058,135.9698832,161.4692566,149.9853787,113.3708524,26.77547774
"FGRAMPH1_01T01365","F05",0.906916305015717,5.16138434380608e-07,"Prot_kinase_dom, Kinase-like_dom_sf","IPR000719, IPR011009","GO:0004672, GO:0005524, GO:0006468","protein kinase activity, ATP binding, protein phosphorylation",56.55069308,59.95144848,46.15417641,80.12048673,61.51024798,31.63331902
