"ID","moduleLabels","MM.07","p.MM.07","Interpro.Short.Description","Interpro.ID","GO","GO_term","R1.2","R3.4","R5.6","R7.8","Sp_3d","Sp_7d"
"FGRAMPH1_01T00065","F07",0.585549400206603,0.0135255336887841,"","","GO:0005634, GO:0016021, GO:0000981, GO:0008270, GO:0016491, GO:0006357","nucleus, integral component of membrane, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding, oxidoreductase activity, regulation of transcription by RNA polymerase II",4.448845529,5.168097846,4.229927213,43.79791293,3.449330981,1.52227821
"FGRAMPH1_01T00413","F07",0.815399373175232,6.64056166369109e-05,"Tet-R_TetA/multi-R_MdtG, MFS, MFS_dom, MFS_trans_sf","IPR001958, IPR011701, IPR020846, IPR036259","GO:0016021, GO:0022857, GO:0055085","integral component of membrane, transmembrane transporter activity, transmembrane transport",11.93438161,6.687274899,8.713791491,42.67520982,9.738261492,9.448349726
"FGRAMPH1_01T00657","F07",0.924861871176302,1.09220720813724e-07,"","","","",51.60102623,52.84494115,65.90599431,104.7282417,40.48163091,18.4603682
"FGRAMPH1_01T00729","F07",0.90011151963715,8.58539724529827e-07,"Transglutaminase-like, Rad4/PNGase_transGLS-fold, Papain-like_cys_pep_sf","IPR002931, IPR018325, IPR038765","","",79.71633609,39.55022248,31.92560797,79.17571017,64.43364845,44.98266818
"FGRAMPH1_01T00771","F07",0.944673559038239,1.16598247108297e-08,"TIF_eIF_4E, TIF_eIF_4E_CS, TIF_eIF4e-like","IPR001040, IPR019770, IPR023398","GO:0005634, GO:0003743, GO:1901195, GO:0010494, GO:0000184, GO:0016281, GO:0032266, GO:0051726, GO:0098808","nucleus, translation initiation factor activity, positive regulation of formation of translation preinitiation complex, cytoplasmic stress granule, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, eukaryotic translation initiation factor 4F complex, phosphatidylinositol-3-phosphate binding, regulation of cell cycle, mRNA cap binding",178.8931567,168.1783082,160.0631162,212.4801457,161.4611418,102.5423892
"FGRAMPH1_01T00785","F07",0.930983925455003,5.87940120323459e-08,"Noc2, ARM-type_fold","IPR005343, IPR016024","GO:0005634","nucleus",14.71726945,15.02498098,26.7109881,49.7083027,16.39810244,9.267332464
"FGRAMPH1_01T00815","F07",0.982187249175186,2.64608689017226e-12,"PCI_dom, WH_DNA-bd_sf, Rpn6_N, Rpn6_C_helix","IPR000717, IPR036390, IPR040773, IPR040780","GO:0008541, GO:0034515, GO:0005198, GO:0006511, GO:0043248","proteasome regulatory particle, lid subcomplex, proteasome storage granule, structural molecule activity, ubiquitin-dependent protein catabolic process, proteasome assembly",64.57281747,74.43816012,86.94158248,128.9122106,83.74273716,33.63042663
"FGRAMPH1_01T00847","F07",0.889920290117601,1.72561559579897e-06,"Gfo/Idh/MocA-like_OxRdtase_N, NAD(P)-bd_dom_sf","IPR000683, IPR036291","GO:0000166","nucleotide binding",115.9630089,96.92056275,55.49181428,104.511511,86.52179094,53.66010587
"FGRAMPH1_01T00969","F07",0.940240201163455,2.05168947641882e-08,"Pept_T1A_subB, Proteasome_sua/b, Proteasome_suB-type, Proteasome_bsu_C, Ntn_hydrolases_N","IPR000243, IPR001353, IPR023333, IPR024689, IPR029055","GO:0005634, GO:0019774, GO:0034515, GO:0004298, GO:0010499, GO:0043161","nucleus, proteasome core complex, beta-subunit complex, proteasome storage granule, threonine-type endopeptidase activity, proteasomal ubiquitin-independent protein catabolic process, proteasome-mediated ubiquitin-dependent protein catabolic process",94.93233363,149.425521,143.2880768,124.7679017,154.9882127,63.00458966
"FGRAMPH1_01T01003","F07",0.91543135007141,2.57801276174299e-07,"Atg11_C, ATG11, ATG17-like_dom","IPR019460, IPR040040, IPR045326","GO:0005774, GO:0034045, GO:0000045, GO:0000422, GO:0015031","vacuolar membrane, phagophore assembly site membrane, autophagosome assembly, autophagy of mitochondrion, protein transport",16.24863102,16.21503697,28.1812547,18.09432537,17.93099189,12.64483027
"FGRAMPH1_01T01127","F07",0.936149499067091,3.33081018552507e-08,"PH_domain, PH-like_dom_sf","IPR001849, IPR011993","","",13.01733533,22.54388708,44.1115418,49.66772575,16.17952569,7.280023388
"FGRAMPH1_01T01141","F07",0.863953515681809,7.81199704344699e-06,"TVP23-like","IPR008564","GO:0000139, GO:0016021","Golgi membrane, integral component of membrane",38.34922146,48.19073911,53.22798191,151.3899613,46.47967342,60.37021955
"FGRAMPH1_01T01267","F07",0.687851691772441,0.0022736243040198,"Pyrophosphatase, Pyrophosphatase_sf","IPR008162, IPR036649","GO:0005737, GO:0016021, GO:0000287, GO:0004427, GO:0006796","cytoplasm, integral component of membrane, magnesium ion binding, inorganic diphosphate phosphatase activity, phosphate-containing compound metabolic process",658.0783501,615.9642778,414.871556,442.5854517,562.0696013,161.6864508
"FGRAMPH1_01T01285","F07",0.824383243793148,4.69639096632172e-05,"DUF202, SPX_dom, VTC_domain, VTC_sf","IPR003807, IPR004331, IPR018966, IPR042267","GO:0005774, GO:0016021","vacuolar membrane, integral component of membrane",8.913770653,20.25172983,64.55878269,36.00695492,14.80984288,5.506341536
"FGRAMPH1_01T01323","F07",0.847067144054685,1.78455563616498e-05,"Leo1","IPR007149","GO:0006807, GO:0044238, GO:0044260","nitrogen compound metabolic process, primary metabolic process, cellular macromolecule metabolic process",17.59021382,18.53185174,39.46583019,218.8315499,25.74480092,13.91545545
"FGRAMPH1_01T01413","F07",0.749410061565526,0.000534101690331009,"A-crystallin/Hsp20_dom, HSP20-like_chaperone, Small_HSP","IPR002068, IPR008978, IPR031107","","",42.40746044,23.46107578,17.57857891,150.0619792,36.24917823,28.48292502
"FGRAMPH1_01T01433","F07",0.915676624820904,2.52429863006428e-07,"Proteasome_asu_N, Proteasome_sua/b, Proteasome_alpha-type, Ntn_hydrolases_N","IPR000426, IPR001353, IPR023332, IPR029055","GO:0005634, GO:0005737, GO:0019773, GO:0006511","nucleus, cytoplasm, proteasome core complex, alpha-subunit complex, ubiquitin-dependent protein catabolic process",197.7365031,224.6862974,209.9843239,156.3946243,242.1301422,185.2291905
"FGRAMPH1_01T01481","F07",0.931670620171665,5.46565224838242e-08,"TRP_C, TRP_N, TRP_Flc/Pkd2-like","IPR010308, IPR032800, IPR040241","GO:0016021","integral component of membrane",33.80216664,33.72236468,57.47708931,89.73555974,28.77242425,11.67687679
"FGRAMPH1_01T01543","F07",0.63331434959238,0.00634873847250415,"Glyco_trans_39/83, MIR_motif, GlyclTrfase_39-like, PMT_4TMC, MIR_dom_sf","IPR003342, IPR016093, IPR027005, IPR032421, IPR036300","GO:0005789, GO:0016021, GO:0004169, GO:0035269","endoplasmic reticulum membrane, integral component of membrane, dolichyl-phosphate-mannose-protein mannosyltransferase activity, protein O-linked mannosylation",49.38144906,49.68986611,56.0404412,101.2021994,49.51476554,26.87941698
"FGRAMPH1_01T01547","F07",0.693443830636201,0.00202200188087168,"RidA, YjgF/YER057c/UK114, RutC-like_sf","IPR006056, IPR006175, IPR035959","","",194.2308043,170.7079289,54.02516263,99.07349373,148.3679369,89.58574806
"FGRAMPH1_01T01597","F07",0.849353000728941,1.60513026665852e-05,"Ribosomal_S8e, Ribosomal_S8e/biogenesis_NSA2, Ribosomal_protein_S8e_euk","IPR001047, IPR022309, IPR042563","GO:0005840, GO:0003735, GO:0006412","ribosome, structural constituent of ribosome, translation",1447.128934,1637.407638,1273.939751,1432.184972,1477.764014,662.0872853
"FGRAMPH1_01T01599","F07",0.933044954690228,4.71216618707714e-08,"Rab-GTPase-TBC_dom, Rab-GTPase_TBC_sf","IPR000195, IPR035969","","",14.85086522,19.28914104,37.68339265,24.07293648,17.51911436,10.44305954
"FGRAMPH1_01T01607","F07",0.822056007222757,5.14664283177469e-05,"DPH1/DPH2, DPH1/DPH2_1, DPH1/DPH2_2, DPH1/DPH2_3","IPR016435, IPR042263, IPR042264, IPR042265","GO:0005737, GO:0090560, GO:0017183","cytoplasm, 2-(3-amino-3-carboxypropyl)histidine synthase activity, peptidyl-diphthamide biosynthetic process from peptidyl-histidine",21.85622362,23.36099809,21.25936939,168.1640649,21.36837942,23.8502176
"FGRAMPH1_01T01667","F07",0.929482525856534,6.878718054178e-08,"Znf_C2H2_type, Znf_C2H2_sf","IPR013087, IPR036236","","",24.46029923,24.39432395,32.8689817,56.34695131,26.98199754,17.91372437
"FGRAMPH1_01T01679","F07",0.957316574466426,1.72864713687349e-09,"SH3_domain, Peroxin-13_N, Pex13, SH3-like_dom_sf","IPR001452, IPR007223, IPR035463, IPR036028","GO:0005778, GO:0016021, GO:0016560","peroxisomal membrane, integral component of membrane, protein import into peroxisome matrix, docking",35.06692846,31.54758783,33.63015603,39.54303547,40.22106458,16.86344051
"FGRAMPH1_01T01731","F07",0.964306979925181,4.61299831928794e-10,"Small_GTPase, Small_GTP-bd_dom, P-loop_NTPase","IPR001806, IPR005225, IPR027417","GO:0031901, GO:0003924, GO:0005525, GO:0034058","early endosome membrane, GTPase activity, GTP binding, endosomal vesicle fusion",45.24031446,50.2786615,65.2209932,53.9662648,57.31052677,21.70003409
"FGRAMPH1_01T01749","F07",0.863113791179205,8.16014850855073e-06,"PIG-U","IPR009600","GO:0042765, GO:0016255","GPI-anchor transamidase complex, attachment of GPI anchor to protein",16.91455619,22.00613074,18.13922829,79.82021414,18.68121739,8.138888393
"FGRAMPH1_01T01751","F07",0.877376206030569,3.73298510896366e-06,"BRCT_dom, PES, BRCT_dom_sf","IPR001357, IPR010613, IPR036420","GO:0005654, GO:0005730, GO:0030687, GO:0043021, GO:0000463, GO:0000466","nucleoplasm, nucleolus, preribosome, large subunit precursor, ribonucleoprotein complex binding, maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",16.87970807,32.08074277,74.12541474,71.71388645,27.29052209,12.16453145
"FGRAMPH1_01T01881","F07",0.90404342886523,6.42767950362913e-07,"aa-tRNA-synth_I_CS, aa-tRNA-synth_Ic, Tyr-tRNA-ligase, Rossmann-like_a/b/a_fold, Tyr-tRNA-ligase_bac-type, TyrRSs_C, S4_RNA-bd_sf","IPR001412, IPR002305, IPR002307, IPR014729, IPR024088, IPR032005, IPR036986","GO:0003723, GO:0004831, GO:0005524, GO:0006437","RNA binding, tyrosine-tRNA ligase activity, ATP binding, tyrosyl-tRNA aminoacylation",14.71909098,22.70950245,37.92774847,84.62343767,18.64744762,10.81650445
"FGRAMPH1_01T01931","F07",0.931514720842106,5.5573203671415e-08,"STI1_HS-bd, TPR-like_helical_dom_sf, TPR_repeat, STI1/HOP_DP","IPR006636, IPR011990, IPR019734, IPR041243","","",30.51989364,67.56330622,76.67818071,47.35100175,45.80890047,17.38657198
"FGRAMPH1_01T01951","F07",0.435485371177454,0.0805985346118116,"ENTH_VHS, ENTH","IPR008942, IPR013809","","",54.45012976,54.45071995,59.38368675,158.3867927,60.07552135,25.75570162
"FGRAMPH1_01T02037","F07",0.874636213286195,4.36962289013948e-06,"Met_Sox_Rdtase_MsrA, Met_Sox_Rdtase_MsrA_sf","IPR002569, IPR036509","GO:0008113","peptide-methionine (S)-S-oxide reductase activity",67.38696555,37.28767792,28.77986495,111.2656776,52.51370762,25.01551446
"FGRAMPH1_01T02049","F07",0.911055922296064,3.71487904145891e-07,"V-ATPase_116kDa_su, V-type_ATPase_116kDa_su_euka","IPR002490, IPR026028","GO:0000220, GO:0016021, GO:0015078, GO:1902600","vacuolar proton-transporting V-type ATPase, V0 domain, integral component of membrane, proton transmembrane transporter activity, proton transmembrane transport",40.35342721,55.49876348,113.2577869,60.56347068,50.05674626,35.42905233
"FGRAMPH1_01T02081","F07",0.904883786800862,6.03242104015146e-07,"EF_hand_dom, MscS_channel, LSM_dom_sf, EF-hand-dom_pair, EF_Hand_1_Ca_BS, MscS_dom_sf","IPR002048, IPR006685, IPR010920, IPR011992, IPR018247, IPR023408","GO:0016021, GO:0005509, GO:0055085","integral component of membrane, calcium ion binding, transmembrane transport",27.72472279,12.85055199,20.6612182,66.72585951,35.20475187,11.9373828
"FGRAMPH1_01T02153","F07",0.862026702199692,8.63037684458428e-06,"Ribosomal_L36, Ribosomal_L36_sp","IPR000473, IPR035977","GO:0005840, GO:0003735, GO:0006412","ribosome, structural constituent of ribosome, translation",147.9895905,167.0332627,219.6893283,397.8387356,210.0828024,276.5269017
"FGRAMPH1_01T02251","F07",0.887853550395989,1.9716775369042e-06,"Uncharacterised_SERF_N, ZNF706/At2g23090_sf, At2g23090-like_Znf, At2g23090-like","IPR007513, IPR026939, IPR039438, IPR039713","","",216.2490784,472.9088741,548.1046377,221.2318046,247.8852215,99.55166935
"FGRAMPH1_01T02261","F07",0.941652523680265,1.72191158357024e-08,"BAP29/BAP31, BAP29/BAP31_N, Bap31/Bap29_C","IPR008417, IPR040463, IPR041672","GO:0005789, GO:0016021, GO:0008168, GO:0006886, GO:0006888, GO:0032259, GO:0070973","endoplasmic reticulum membrane, integral component of membrane, methyltransferase activity, intracellular protein transport, endoplasmic reticulum to Golgi vesicle-mediated transport, methylation, protein localization to endoplasmic reticulum exit site",158.2897334,229.7785815,180.399148,152.7741733,241.0396359,87.00695528
"FGRAMPH1_01T02275","F07",0.917047010549374,2.24149479665084e-07,"dUTPase_1, dUTPase-like, dUTPase_trimeric, dUTPase-like_sf","IPR008181, IPR029054, IPR033704, IPR036157","GO:0000287, GO:0004170, GO:0006226, GO:0046081","magnesium ion binding, dUTP diphosphatase activity, dUMP biosynthetic process, dUTP catabolic process",365.1608753,181.5289462,211.2996949,479.1459508,299.442206,199.4523773
