"ID","moduleLabels","MM.18","p.MM.18","Interpro.Short.Description","Interpro.ID","GO","GO_term","R1.2","R3.4","R5.6","R7.8","Sp_3d","Sp_7d"
"FGRAMPH1_01T00235","F18",0.880237584425132,3.15425577696222e-06,"AA_transpt_TM","IPR013057","GO:0016021","integral component of membrane",3.232989325,2.910891182,0.205564376,29.43633625,0.294706425,0.04537403
"FGRAMPH1_01T00843","F18",0.864040859460974,7.77652057280957e-06,"SANT/Myb, Homeobox-like_sf, Myb_dom","IPR001005, IPR009057, IPR017930","","",5.194656353,10.90970906,6.789646634,21.66785027,6.845608658,1.542116147
"FGRAMPH1_01T01307","F18",0.902959151344302,6.97024324617666e-07,"F-box_dom","IPR001810","","",3.611982982,5.697054335,3.088574604,20.65187307,3.944225518,0.832763779
"FGRAMPH1_01T01805","F18",0.883135057703003,2.64797877933304e-06,"Flavin_mOase, Flavin_mOase-like, FAD/NAD-bd_sf","IPR000960, IPR020946, IPR036188","GO:0004499, GO:0050660, GO:0050661","N,N-dimethylaniline monooxygenase activity, flavin adenine dinucleotide binding, NADP binding",4.433731105,8.005617994,4.11879167,15.10015198,4.066098282,1.170872377
"FGRAMPH1_01T03871","F18",0.942755447608661,1.497125057736e-08,"SDR_fam, NAD(P)-bd_dom_sf","IPR002347, IPR036291","GO:0016491","oxidoreductase activity",6.761279217,10.63065114,1.616396979,41.30374614,8.148288233,3.99672795
"FGRAMPH1_01T04027","F18",0.92642557202149,9.37156019810533e-08,"","","GO:0016021","integral component of membrane",4.346571498,3.513834222,1.70114494,39.24027839,2.441112395,4.443624833
"FGRAMPH1_01T04305","F18",0.903863110674045,6.51531841838275e-07,"","","","",3.56588482,11.51483652,0.496393012,71.08231424,13.18638615,1.873935168
"FGRAMPH1_01T04385","F18",0.814448930030594,6.88102315650311e-05,"Sialidase, Sialidase_sf","IPR011040, IPR036278","GO:0016787","hydrolase activity",21.38173913,46.52349856,2.597097113,41.23147362,20.48358178,9.625203728
"FGRAMPH1_01T04393","F18",0.854298405804746,1.26864375206912e-05,"MFS, MFS_dom, MFS_trans_sf","IPR011701, IPR020846, IPR036259","GO:0016021, GO:0022857, GO:0055085","integral component of membrane, transmembrane transporter activity, transmembrane transport",9.974196516,12.88142613,0.27464864,24.5200699,4.092553756,2.305019543
"FGRAMPH1_01T04979","F18",0.946688073298745,8.88065095388541e-09,"Sugar/inositol_transpt, MFS_sugar_transport-like, Sugar_transporter_CS, MFS_dom, MFS_trans_sf","IPR003663, IPR005828, IPR005829, IPR020846, IPR036259","GO:0016021, GO:0016829, GO:0022857, GO:0055085","integral component of membrane, lyase activity, transmembrane transporter activity, transmembrane transport",5.113893541,6.093625497,1.31105711,21.30541336,4.10193435,0.96442607
"FGRAMPH1_01T05109","F18",0.828763514135844,3.93873656207164e-05,"Peptidase_M20, Peptidase_M20_dimer, Pept_M20A_amidohydro_pred, Amidohydrolase, Bact_exopeptidase_dim_dom","IPR002933, IPR011650, IPR017144, IPR017439, IPR036264","GO:0005576, GO:0008233, GO:0006508","extracellular region, peptidase activity, proteolysis",1.101937179,0.050226809,0,33.56664839,0.171935002,1.294880605
"FGRAMPH1_01T05727","F18",0.895410825875275,1.19519392325345e-06,"FAD/NAD-bd_sf","IPR036188","GO:0004497","monooxygenase activity",4.977803403,5.818732913,0.896313321,22.08414918,1.419932119,0.610704168
"FGRAMPH1_01T05737","F18",0.898745079256647,9.4676434660465e-07,"6-hairpin_glycosidase_sf, 6hp_glycosidase-like_sf, DUF5703_N","IPR008928, IPR012341, IPR043757","GO:0005975","carbohydrate metabolic process",9.726861959,10.39529993,1.321460319,20.09704663,5.101737899,2.859526832
"FGRAMPH1_01T05877","F18",0.720059167084348,0.00111557122268096,"ICMT_MeTrfase","IPR007269","GO:0005789, GO:0016021, GO:0004671, GO:0006481","endoplasmic reticulum membrane, integral component of membrane, protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity, C-terminal protein methylation",4.916856516,1.296194745,3.708312766,65.72883451,10.59673047,7.833873095
"FGRAMPH1_01T06491","F18",0.863437182744496,8.02453999837751e-06,"","","","",2.035269452,2.362533658,3.954117504,353.0155382,5.262456528,12.52257012
"FGRAMPH1_01T07681","F18",0.905825083935443,5.61456140396674e-07,"","","","",4.739337591,3.294156782,0,123.6944208,4.401958585,4.339882313
"FGRAMPH1_01T07867","F18",0.904050056341039,6.42447770826625e-07,"","","","",25.52954219,13.96406791,12.4681517,73.06600673,27.66208055,12.1777685
"FGRAMPH1_01T08025","F18",0.86445892815737,7.60860401299328e-06,"","","","",3.032083112,2.166066834,0,140.2606379,3.80619588,5.219636269
"FGRAMPH1_01T08197","F18",0.778755348300471,0.00023030849208933,"","","","",3.862522785,1.480662179,2.99916581,42.61082671,2.633963789,3.446575909
"FGRAMPH1_01T08897","F18",0.930839938810095,5.96948639539182e-08,"Metal-dep_hydrolase_composite, Amidohydro_3, Metal_Hydrolase, YtcJ-like","IPR011059, IPR013108, IPR032466, IPR033932","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",3.433972936,7.29086858,2.929513057,28.32185958,2.247907577,1.006125242
"FGRAMPH1_01T09021","F18",0.915227239605211,2.62345602530728e-07,"HET","IPR010730","","",0.584550995,1.528535609,0.290603591,20.80687609,1.088618087,0.066711447
