"ID","moduleLabels","MM.13","p.MM.13","Interpro.Short.Description","Interpro.ID","GO","GO_term","R1.2","R3.4","R5.6","R7.8","Sp_3d","Sp_7d"
"FGRAMPH1_01T00517","F13",0.758252984412059,0.000419588744978422,"BEACH_dom, WD40_repeat, PH-like_dom_sf, ConA-like_dom_sf, WD40/YVTN_repeat-like_dom_sf, WD40_repeat_CS, PH-BEACH_dom, NBEA/BDCP_DUF4704, WD40_repeat_dom_sf, BEACH_dom_sf","IPR000409, IPR001680, IPR011993, IPR013320, IPR015943, IPR019775, IPR023362, IPR031570, IPR036322, IPR036372","","",7.570480777,10.65487499,15.47509355,35.73077267,7.677787745,4.94831389
"FGRAMPH1_01T01103","F13",0.660336094106764,0.00391292233040998,"","","GO:0016020","membrane",69.2374344,70.98694643,111.7047024,118.0986216,87.85403379,166.3012132
"FGRAMPH1_01T01225","F13",0.778908207281461,0.000229228007923073,"","","GO:0016021","integral component of membrane",15.49613855,12.5046731,15.87454924,143.1425899,21.77304801,31.68169276
"FGRAMPH1_01T01397","F13",0.692137333868781,0.00207864062634722,"Leu-rich_rpt, TAP_C_dom, UBA-like_sf, Nuclear_transport_factor_2_euk, NXF_fam, LRR_dom_sf, NTF2-like_dom_sf","IPR001611, IPR005637, IPR009060, IPR018222, IPR030217, IPR032675, IPR032710","GO:0005654, GO:0051028","nucleoplasm, mRNA transport",18.12434267,22.40619386,39.15315298,121.3034758,24.15076628,21.20353087
"FGRAMPH1_01T01619","F13",0.408252258530875,0.103767228565592,"","","","",493.7961797,256.1822864,229.39988,437.1582179,268.4396855,97.06362151
"FGRAMPH1_01T01733","F13",0.841017139134036,2.34347800517697e-05,"SAC_dom","IPR002013","GO:0016021, GO:0016791, GO:0016311","integral component of membrane, phosphatase activity, dephosphorylation",50.40068304,34.3646822,52.78359802,93.35656013,49.76831534,31.08411104
"FGRAMPH1_01T01785","F13",0.778162841081618,0.000234536984054689,"FAD-linked_oxidase_C, Oxid_FAD_bind_N, FAD-linked_Oxase-like_C, FAD-bd_PCMH, FAD-bd_PCMH_sub2, Vanillyl_alc_oxidase_C-sub2, FAD-bd_PCMH-like_sf","IPR004113, IPR006094, IPR016164, IPR016166, IPR016169, IPR016171, IPR036318","GO:0016491, GO:0071949","oxidoreductase activity, FAD binding",20.33449951,25.30336523,22.58148325,51.73392676,20.32780893,27.84150738
"FGRAMPH1_01T01793","F13",0.924647445896353,1.11509432167501e-07,"Amidase, Amidase_dom, AS_sf","IPR000120, IPR023631, IPR036928","GO:0016740, GO:0016787","transferase activity, hydrolase activity",26.68833884,43.28960827,30.63987233,95.16064713,34.15951502,7.058146185
"FGRAMPH1_01T01851","F13",0.628176693073912,0.0069264489615168,"DUF1713","IPR013177","","",116.8654254,79.32525256,78.35769703,295.4929751,104.3996114,47.8027831
"FGRAMPH1_01T01885","F13",0.831096319086049,3.57929133980419e-05,"Ubiquitin-like_dom, STI1_HS-bd, UBA-like_sf, Ubiquilin, UBA, Ubiquitin_dom, Ubiquitin-like_domsf","IPR000626, IPR006636, IPR009060, IPR015496, IPR015940, IPR019956, IPR029071","","",42.04863112,54.24887415,53.92279644,61.33731194,54.6068648,20.75596302
"FGRAMPH1_01T02525","F13",0.876141610748516,4.00929642019823e-06,"cNMP-bd_dom, STAS_dom, SLC26A/SulP_dom, RmlC-like_jellyroll, cNMP-bd-like, STAS_dom_sf","IPR000595, IPR002645, IPR011547, IPR014710, IPR018490, IPR036513","GO:0016021, GO:0008271, GO:1902358","integral component of membrane, secondary active sulfate transmembrane transporter activity, sulfate transmembrane transport",9.780655812,10.47348524,12.76987484,31.39477048,9.59064397,9.263225668
"FGRAMPH1_01T02943","F13",0.919202515895784,1.85164533800519e-07,"Matrin/U1-C_Znf_C2H2, Matrin/U1-like-C_Znf_C2H2, SF3A2_dom, Znf_C2H2_sf","IPR000690, IPR003604, IPR031781, IPR036236","GO:0005681, GO:0003676, GO:0008270, GO:0006397, GO:0008380","spliceosomal complex, nucleic acid binding, zinc ion binding, mRNA processing, RNA splicing",19.66880476,19.28707016,43.30627442,379.2446441,31.29185113,15.91011202
"FGRAMPH1_01T03057","F13",0.812880059496668,7.29399151459441e-05,"Glyco_hydro_13_cat_dom, Glyco_hydro_b, Glycoside_hydrolase_SF, Malt_amylase_C","IPR006047, IPR013780, IPR017853, IPR032091","GO:0016787, GO:0005975","hydrolase activity, carbohydrate metabolic process",19.70412718,16.3072512,12.71894854,107.7044701,29.26847416,17.38963803
"FGRAMPH1_01T03163","F13",0.790800145410972,0.000157179128649352,"DUF2406","IPR018809","GO:0005840, GO:0003735, GO:0006412","ribosome, structural constituent of ribosome, translation",39.7311504,21.67344998,26.42547939,40.3868274,34.29150639,22.86491691
"FGRAMPH1_01T03177","F13",0.660481992371257,0.00390222154096931,"Glyco_hydro_20_cat, Glycoside_hydrolase_SF, Beta_hexosaminidase_sua/sub, Hex-like_dom2, HEX_eukaryotic_N","IPR015883, IPR017853, IPR025705, IPR029018, IPR029019","GO:0004563, GO:0102148, GO:0005975","beta-N-acetylhexosaminidase activity, N-acetyl-beta-D-galactosaminidase activity, carbohydrate metabolic process",70.10344885,47.1517086,43.01669035,76.37300513,39.23086718,12.52719108
"FGRAMPH1_01T03411","F13",0.378098831640241,0.134548960268736,"GTP_binding_domain, NOG2_N_dom, GTP-bd_ortho_bundle_sf, GNL2_CP_dom, P-loop_NTPase, G_CP_dom","IPR006073, IPR012971, IPR023179, IPR024929, IPR027417, IPR030378","GO:0005730, GO:0005525","nucleolus, GTP binding",32.49211496,45.67326235,110.531328,149.941291,50.12079145,81.91011598
"FGRAMPH1_01T03799","F13",0.973918711190168,4.51023442862406e-11,"Znf_PHD, JmjC_dom, JmjN, Znf_RING/FYVE/PHD, EPHD","IPR001965, IPR003347, IPR003349, IPR013083, IPR034732","GO:0032454, GO:0046872, GO:0033169","histone H3-methyl-lysine-9 demethylase activity, metal ion binding, histone H3-K9 demethylation",4.880801008,5.463668597,10.02058912,22.71012244,5.480888081,3.324784136
"FGRAMPH1_01T03831","F13",0.853907224389118,1.2928713036836e-05,"PyrdxlP-dep_de-COase, Glutamate_decarboxylase, PyrdxlP-dep_Trfase_major, PyrdxlP-dep_Trfase","IPR002129, IPR010107, IPR015421, IPR015424","GO:0004351, GO:0030170, GO:0006536","glutamate decarboxylase activity, pyridoxal phosphate binding, glutamate metabolic process",45.66751453,66.31106634,59.91622372,72.50004015,41.5278253,8.828748678
"FGRAMPH1_01T03853","F13",0.905917521113288,5.57489694429795e-07,"Gpr1/Fun34/SatP","IPR000791","GO:0016021","integral component of membrane",41.11599744,62.5432003,126.3322554,379.5508794,68.91072493,8.109927067
"FGRAMPH1_01T04133","F13",0.916029716935538,2.44865874072798e-07,"Mre11, Calcineurin-like_PHP_ApaH, Mre11_DNA-bd, Metallo-depent_PP-like, Mre11_capping_dom, Mre11_N","IPR003701, IPR004843, IPR007281, IPR029052, IPR038487, IPR041796","GO:0030870, GO:0035861, GO:0140445, GO:0004520, GO:0008296, GO:0030145, GO:0000723, GO:0000724, GO:0006303, GO:0031573, GO:0042138, GO:1990898, GO:1990918","Mre11 complex, site of double-strand break, chromosome, telomeric repeat region, endodeoxyribonuclease activity, 3'-5'-exodeoxyribonuclease activity, manganese ion binding, telomere maintenance, double-strand break repair via homologous recombination, double-strand break repair via nonhomologous end joining, mitotic intra-S DNA damage checkpoint signaling, meiotic DNA double-strand break formation, meiotic DNA double-strand break clipping, double-strand break repair involved in meiotic recombination",5.459261474,7.539817667,10.77024805,50.8135466,7.539351804,1.903133429
"FGRAMPH1_01T04205","F13",0.795590162624054,0.000134107906473343,"DUF1996","IPR018535","","",268.9329477,184.2311522,181.7852011,174.3014528,181.6610251,38.93958423
