"ID","moduleLabels","MM.11","p.MM.11","Interpro.Short.Description","Interpro.ID","GO","GO_term","R1.2","R3.4","R5.6","R7.8","Sp_3d","Sp_7d"
"FGRAMPH1_01T00155","F11",0.648148814597087,0.00489469626798176,"Oxoglu/Fe-dep_dioxygenase, DIOX_N, IPNS-like_sf, IPNS-like_FE2OG_OXY","IPR005123, IPR026992, IPR027443, IPR044861","GO:0046872, GO:0051213","metal ion binding, dioxygenase activity",4.207142539,20.07496491,17.91771049,60.02281347,0.307133945,0.248772768
"FGRAMPH1_01T00157","F11",0.654983725084831,0.00432226053361264,"Aminotrans_IV, B_amino_transII, Aminotransferase-like, BCAT-like_N, BCAT-like_C","IPR001544, IPR005786, IPR036038, IPR043131, IPR043132","GO:0004084, GO:0009081","branched-chain-amino-acid transaminase activity, branched-chain amino acid metabolic process",1.081830067,14.59670129,20.89656633,50.25814594,0.193757186,0.151029402
"FGRAMPH1_01T00463","F11",0.860527072375252,9.31671526687163e-06,"CIR_N_dom, CWC25","IPR019339, IPR022209","","",29.50858725,20.08688022,35.7685654,64.03449051,37.24041391,47.08605137
"FGRAMPH1_01T00477","F11",0.844993651925903,1.96174192236455e-05,"Citrate_synthase, Citrate_synth-like_lrg_a-sub, Citrate_synth-like_sm_a-sub, Citrate_synthase_AS, Citrate_synthase_sf","IPR002020, IPR016142, IPR016143, IPR019810, IPR036969","GO:0046912","acyltransferase activity, acyl groups converted into alkyl on transfer",184.2055892,304.4607975,135.9900864,87.45091599,212.2436118,22.1863063
"FGRAMPH1_01T00503","F11",0.711210659849019,0.0013690714110965,"GH16, ConA-like_dom_sf","IPR000757, IPR013320","GO:0004553, GO:0045493","hydrolase activity, hydrolyzing O-glycosyl compounds, xylan catabolic process",24.04428041,13.53870446,13.62352976,160.1878683,140.7649661,24.73626068
"FGRAMPH1_01T00567","F11",0.8414272497513,2.30140715945542e-05,"","","GO:0016021","integral component of membrane",7.854024417,3.966060812,16.12939087,130.4229198,16.460432,1.969713786
"FGRAMPH1_01T00817","F11",0.822012754984679,5.15534372417021e-05,"AT_hook_DNA-bd_motif","IPR017956","GO:0003677","DNA binding",0.766013973,2.034444997,5.774257446,17.69255909,1.624616779,0.449654529
"FGRAMPH1_01T00959","F11",0.961610558103476,7.90292059954705e-10,"Telomere_length_regulation_dom, TEL2_C_sf","IPR019337, IPR038528","","",6.782745988,7.221239384,5.7787069,23.81647822,7.812120266,3.612054439
"FGRAMPH1_01T01023","F11",0.975533670709592,2.80562443306795e-11,"NUDIX_hydrolase_dom, NUDIX_hydrolase-like_dom_sf","IPR000086, IPR015797","","",20.55281906,19.99454,30.62008292,68.00428373,20.83951634,12.24394857
"FGRAMPH1_01T01139","F11",0.941251604892298,1.81052226504606e-08,"","","GO:0016020","membrane",37.81510066,45.26657185,57.70373313,33.08075515,39.47756047,18.94044556
"FGRAMPH1_01T01185","F11",0.923637212218259,1.22854768503237e-07,"Sirtuin, Ssirtuin_cat_dom, Sirtuin_cat_small_dom_sf, DHS-like_NAD/FAD-binding_dom","IPR003000, IPR026590, IPR026591, IPR029035","GO:0016740, GO:0070403","transferase activity, NAD+ binding",3.841313478,8.114426826,12.57830499,41.49603497,7.893702052,3.643135389
"FGRAMPH1_01T01245","F11",0.961767085084273,7.66792275594334e-10,"WD40_repeat, WD40/YVTN_repeat-like_dom_sf, WD40_repeat_dom_sf, Utp18","IPR001680, IPR015943, IPR036322, IPR045161","GO:0004730, GO:0016798, GO:0046872, GO:0001522","pseudouridylate synthase activity, hydrolase activity, acting on glycosyl bonds, metal ion binding, pseudouridine synthesis",21.97145655,20.54491225,40.74382698,130.0494292,24.05882557,17.57612083
"FGRAMPH1_01T01297","F11",0.961701844033401,7.76512753871112e-10,"P_typ_ATPase, ATPase_P-typ_cation-transptr_N, ATPase_P-typ_cation-transptr_C, ATPase_P-typ_transduc_dom_A_sf, ATPase_P-typ_P_site, HAD_sf, ATPase_P-typ_TM_dom_sf, ATPase_P-typ_cyto_dom_N, HAD-like_sf","IPR001757, IPR004014, IPR006068, IPR008250, IPR018303, IPR023214, IPR023298, IPR023299, IPR036412","GO:0016021, GO:0005524, GO:0015031","integral component of membrane, ATP binding, protein transport",7.052632095,13.43039911,16.63135893,22.43959911,7.912172278,2.438339809
"FGRAMPH1_01T01385","F11",0.889043966753775,1.82653898299926e-06,"Dual-sp_phosphatase_cat-dom, Tyr_Pase_dom, Tyr_Pase_cat, Tyr_Pase_AS, TYR_PHOSPHATASE_DUAL_dom, Prot-tyrosine_phosphatase-like, DSPn, CDC14_C","IPR000340, IPR000387, IPR003595, IPR016130, IPR020422, IPR029021, IPR029260, IPR044506","GO:0051301, GO:0004725, GO:0007096, GO:0035335, GO:0008138","cell division, protein tyrosine phosphatase activity, regulation of exit from mitosis, peptidyl-tyrosine dephosphorylation, protein tyrosine/serine/threonine phosphatase activity",13.94549592,25.36125596,60.31910945,24.02055468,21.88548958,2.909084479
"FGRAMPH1_01T01423","F11",0.892350217869653,1.47029277016855e-06,"AAA+_ATPase, ATPase_AAA_core, ATPase_AAA_CS, 26S_Psome_P45-like, P-loop_NTPase, AAA_lid_3","IPR003593, IPR003959, IPR003960, IPR005937, IPR027417, IPR041569","GO:0005737, GO:0008540, GO:0005524, GO:0008233, GO:0031625, GO:0036402, GO:0006511, GO:0045899, GO:0070682, GO:1901800","cytoplasm, proteasome regulatory particle, base subcomplex, ATP binding, peptidase activity, ubiquitin protein ligase binding, proteasome-activating activity, ubiquitin-dependent protein catabolic process, positive regulation of RNA polymerase II transcription preinitiation complex assembly, proteasome regulatory particle assembly, positive regulation of proteasomal protein catabolic process",58.65834674,58.41909396,78.20303192,75.41864256,64.78300145,29.64184672
"FGRAMPH1_01T01521","F11",0.810805440333446,7.8719822054869e-05,"Glycosyl_Trfase_fam3, Anthranilate_Pribosyl_Tfrase, Glycosyl_Trfase_fam3_N_dom, Nuc_phospho_transferase, Glycosyl_Trfase_fam3_N_dom)sf","IPR000312, IPR005940, IPR017459, IPR035902, IPR036320","GO:0004048, GO:0000162","anthranilate phosphoribosyltransferase activity, tryptophan biosynthetic process",41.53631822,34.42345401,13.00599947,46.349521,37.81339062,15.29909509
"FGRAMPH1_01T01577","F11",0.946604933166252,8.98286012109681e-09,"Pmp4","IPR019531","","",25.84906746,20.48081576,37.47226348,45.76104461,32.76137071,18.45730748
"FGRAMPH1_01T01687","F11",0.866183840286524,6.94798913874184e-06,"ABC_transporter-like_ATP-bd, AAA+_ATPase, ABC1_TM_dom, ABC_transporter-like_CS, P-loop_NTPase, ABC1_TM_sf","IPR003439, IPR003593, IPR011527, IPR017871, IPR027417, IPR036640","GO:0016021, GO:0005524, GO:0140359, GO:0055085","integral component of membrane, ATP binding, ABC-type transporter activity, transmembrane transport",5.915202132,4.517522454,4.37069363,25.07080748,10.63660042,7.960374103
"FGRAMPH1_01T01765","F11",0.964931953426055,4.04794946022031e-10,"PIGW/GWT1","IPR009447","GO:0005789, GO:0016021, GO:0016746, GO:0006506","endoplasmic reticulum membrane, integral component of membrane, acyltransferase activity, GPI anchor biosynthetic process",14.08994863,19.76828536,15.521662,36.75996493,17.64913685,7.450392842
"FGRAMPH1_01T01883","F11",0.924546459749164,1.12601506326534e-07,"NPR2","IPR009348","","",5.324927818,9.848564796,14.67148568,56.27417679,7.91696002,3.420456932
"FGRAMPH1_01T02027","F11",0.962882402670209,6.16107767376122e-10,"D-isomer_2_OHA_DH_cat_dom, D-isomer_DH_NAD-bd, D-isomer_DH_CS1, D-isomer_DH_CS, NAD(P)-bd_dom_sf","IPR006139, IPR006140, IPR029752, IPR029753, IPR036291","GO:0016616, GO:0051287","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, NAD binding",7.241755253,12.01834725,10.33949886,37.65610338,7.811217921,3.297013832
"FGRAMPH1_01T02047","F11",0.896312038807672,1.1231096129019e-06,"LRR_dom_sf","IPR032675","GO:0016021, GO:0033179, GO:0015078, GO:1902600","integral component of membrane, proton-transporting V-type ATPase, V0 domain, proton transmembrane transporter activity, proton transmembrane transport",19.57151623,37.35041619,72.34976132,26.49239335,26.83215678,7.769196318
"FGRAMPH1_01T02071","F11",0.977766972481459,1.37740283758154e-11,"Sds3","IPR013907","GO:0005634","nucleus",12.65686061,12.43410081,16.15257979,31.81537107,16.22963915,8.529019444
"FGRAMPH1_01T02187","F11",0.983737056334035,1.34294721154841e-12,"Actin, Actin_CS, ATPase_NBD","IPR004000, IPR004001, IPR043129","GO:0005634, GO:0006281, GO:0006325","nucleus, DNA repair, chromatin organization",25.78876902,29.82676453,57.12993295,73.66303434,33.73669769,12.37564349
"FGRAMPH1_01T02237","F11",0.798491308709923,0.000121570573342643,"Methyltransf_16, SAM-dependent_MTases","IPR019410, IPR029063","GO:0008168, GO:0032259","methyltransferase activity, methylation",1.368131052,11.24158004,21.32067273,47.69298537,3.746821983,0.483548368
"FGRAMPH1_01T02283","F11",0.941840714921353,1.68162156503231e-08,"Chitin_synth_reg_RCR","IPR020999","GO:0016020","membrane",54.27973029,50.98215831,70.76297213,42.71375157,50.46756037,24.03734028
"FGRAMPH1_01T02471","F11",0.916389927645606,2.37350419136266e-07,"SKP1/BTB/POZ_sf","IPR011333","","",19.65155741,41.44537135,65.62967045,68.55866647,32.34269307,9.237583593
"FGRAMPH1_01T02559","F11",0.970270272556132,1.19142661790961e-10,"Golgi_SNAP_su1","IPR023601","GO:0000139, GO:0005801, GO:0016021, GO:0006888, GO:0015031","Golgi membrane, cis-Golgi network, integral component of membrane, endoplasmic reticulum to Golgi vesicle-mediated transport, protein transport",49.33517926,41.73769728,63.95506505,83.1744701,57.97348314,18.67841835
"FGRAMPH1_01T02587","F11",0.970002412224798,1.27334223276587e-10,"Psh3/Shr3","IPR013248","GO:0016021","integral component of membrane",37.16821895,34.23318864,32.76793999,50.69575873,34.13869903,11.2991542
"FGRAMPH1_01T02599","F11",0.891557770701675,1.54974913421528e-06,"","","","",10.54500833,23.94234872,25.72925148,62.91668145,16.69236073,3.531305409
"FGRAMPH1_01T02629","F11",0.954638992101407,2.70699028350213e-09,"","","","",5.276816731,9.142169965,14.65929691,35.18771166,9.634564615,5.520651638
"FGRAMPH1_01T02933","F11",0.915370352959055,2.59152194839074e-07,"CBFA_NFYB_domain, Histone-fold","IPR003958, IPR009072","","",10.75714416,14.79493193,35.43656101,46.4918721,11.69510364,2.520542656
"FGRAMPH1_01T02997","F11",0.865118261418991,7.35005097524033e-06,"ORC3, ORC_WH_C, ORC3_N","IPR020795, IPR040855, IPR045667","GO:0005664, GO:0003677, GO:0006260","nuclear origin of replication recognition complex, DNA binding, DNA replication",2.176021262,3.889346435,16.54494637,24.97979135,3.387099934,1.17833064
"FGRAMPH1_01T03005","F11",0.626017242717336,0.00718152394492558,"NPL4_Zn-bd_put, NPL4_C, Npl4, Ubiquitin-like_domsf, MPN","IPR007716, IPR007717, IPR016563, IPR029071, IPR037518","GO:0005789, GO:0031965, GO:0048471, GO:0006511, GO:0015031, GO:0051028","endoplasmic reticulum membrane, nuclear membrane, perinuclear region of cytoplasm, ubiquitin-dependent protein catabolic process, protein transport, mRNA transport",52.45335816,45.81137369,52.78612969,145.5572021,48.17023424,35.06280208
"FGRAMPH1_01T03091","F11",0.924037985529688,1.18240779325265e-07,"WD40_repeat, WD40/YVTN_repeat-like_dom_sf, WD40_repeat_dom_sf","IPR001680, IPR015943, IPR036322","","",11.53783799,12.44733548,8.46626931,17.93997814,16.71336484,7.226815478
"FGRAMPH1_01T03211","F11",0.76941486389778,0.000304934126210057,"","","","",343.0262559,78.43162529,125.8250273,244.9474686,140.2756712,229.1316193
"FGRAMPH1_01T03253","F11",0.967830494525053,2.13742561894802e-10,"","","","",46.35500284,37.60170952,51.84156038,73.41296585,42.72497533,26.41327816
"FGRAMPH1_01T03327","F11",0.862419236876547,8.45799543873617e-06,"DAGAT","IPR007130","GO:0016021, GO:0003677, GO:0004144, GO:0008270, GO:0016787, GO:0006281","integral component of membrane, DNA binding, diacylglycerol O-acyltransferase activity, zinc ion binding, hydrolase activity, DNA repair",36.95157384,19.87523288,31.52603794,43.97952806,43.19232742,32.03085036
"FGRAMPH1_01T03357","F11",0.964850198333466,4.11828664261442e-10,"Velvet, Velvet_dom","IPR021740, IPR037525","GO:0005634, GO:0005737, GO:0030435","nucleus, cytoplasm, sporulation resulting in formation of a cellular spore",24.11773766,28.18244676,24.96459857,29.45088241,24.02622269,11.24700429
"FGRAMPH1_01T03437","F11",0.983621724594177,1.41557191431833e-12,"WD40_repeat, WD40/YVTN_repeat-like_dom_sf, G-protein_beta_WD-40_rep, Apc4_WD40_dom, PRPF17, WD40_repeat_dom_sf","IPR001680, IPR015943, IPR020472, IPR024977, IPR032847, IPR036322","GO:0071013, GO:0000398","catalytic step 2 spliceosome, mRNA splicing, via spliceosome",24.81825776,19.73392045,36.25704472,95.20599722,26.78167311,11.6835554
